,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Greater Kingston Fr. Mn Mdgt AAA,ETAMMHL,106072,7,3,4,8,4,0.0,10,,,,,,,,,,,,,,,,
0,20132014,Greater Kingston Frontenacs Bntm,ETABHL,140748,19,19,10,23,10,0.0,38,,,,,,,,,,,,,,,,
0,20142015,CIHA Voyageurs Minor Midget AAA,OEMMHL,123216,21,18,12,21,12,0.0,39,,,,,,,,,,,,,,,,
0,20142015,CIHA Voyageurs Midget AAA,OEMHL,131737,4,4,8,3,8,0.0,8,,,,,,,,,,,,,,,,
0,20152016,Windsor Spitfires,OHL,9508,21,17,14,62,14,-7.0,38,,,,,,,,,,,,,,,,
0,20152016,Canada White U17,WHC-17,163790,3,4,0,6,0,,7,,,,,,,,,,,,,,,,
0,20162017,Windsor Spitfires,M-Cup,9291,7,0,0,4,0,2.0,7,,,,,,,,,,,,,,,,
0,20162017,Windsor Spitfires,OHL,9508,32,29,12,49,12,13.0,61,,,,,,,,,,,,,,,,
0,20172018,Kingston Frontenacs,OHL,9408,36,22,14,32,14,21.0,58,,,,,,,,,,,,,,,,
0,20182019,Ontario Reign,AHL,26957,1,0,0,4,0,0.0,1,,,,,,,,,,,,,,,,
0,20192020,Los Angeles Kings,National Hockey League,1,4,3,4,10,4,0.0,7,128:30,19.0,1.0,1.0,2.0,14:21,114:04,53.26,15.8,0.0,0.0,0.0,0.0,00:05,4.0,180.0
0,20192020,Ontario Reign,AHL,26957,16,9,14,32,14,4.0,25,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,13,10,6,54,6,-8.0,23,796:35,65.0,18.0,3.0,4.0,104:03,680:54,45.9,15.4,3.0,0.0,0.0,0.0,11:38,19.0,1083.0
0,20202021,Canada,WC,17155,1,0,6,10,6,-4.0,1,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,2,5,8,25,8,-5.0,7,337:51,41.0,6.0,2.0,2.0,44:40,292:20,45.8,12.2,1.0,0.0,0.0,0.0,00:51,9.0,444.0
0,20212022,Ontario Reign,AHL,26957,23,15,18,39,18,4.0,38,,,,,,,,,,,,,,,,
