,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Colorado Thunderbirds Bantam AAA,Bantam,131485,7,4,2,15,2,11,,,,,,,,,,,,,,,,,
0,20142015,Colorado Thunderbirds  U16,T1EHL U16,96518,6,12,6,24,6,18,,,,,,,,,,,,,,,,,
0,20152016,Colorado Thunderbirds 18U AAA,T1EHL 18U,47837,10,13,24,32,24,23,,,,,,,,,,,,,,,,,
0,20162017,Tri-City Storm,USHL,28026,8,6,24,49,24,14,-14.0,,,,,,,,,,,,,,,,
0,20172018,Lincoln Stars,USHL,9366,19,23,30,60,30,42,27.0,,,,,,,,,,,,,,,,
0,20182019,Lincoln Stars,USHL,9366,17,10,34,32,34,27,-10.0,,,,,,,,,,,,,,,,
0,20182019,Chicago Steel,USHL,9906,6,14,10,27,10,20,1.0,,,,,,,,,,,,,,,,
0,20192020,Colorado College,NCAA,7620,8,5,43,34,43,13,-10.0,,,,,,,,,,,,,,,,
0,20202021,Colorado College,NCAA,7620,8,5,4,22,4,13,-5.0,,,,,,,,,,,,,,,,
0,20202021,Rockford IceHogs,AHL,8267,4,3,8,15,8,7,0.0,,,,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,1,0,4,15,4,1,0.0,180:27,13.0,12.0,0.0,0.0,00:21,164:32,43.28,0.0,0.0,0.0,0.0,0.0,15:34,4.0,245.0
0,20212022,Rockford IceHogs,AHL,8267,14,18,17,49,17,32,18.0,,,,,,,,,,,,,,,,
