,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Victory Honda Bantam Major AAA,T1EBHL,162259,11,1,22,30,22,0.0,12,,,,,,,,,,,,,,,,
0,20102011,Victory Honda  U16,T1EHL U16,90348,10,3,24,35,24,0.0,13,,,,,,,,,,,,,,,,
0,20112012,Det. V. Honda U18,T1EHL,1,8,1,28,37,28,,9,,,,,,,,,,,,,,,,
0,20122013,Det. V. Honda U18,T1EHL,1,21,12,62,41,62,,33,,,,,,,,,,,,,,,,
0,20122013,Indiana,USHL,2,2,1,4,10,4,-2.0,3,13.0,1.0,7.7,0.0,0.0,,,,,,,,,,,
0,20132014,Indiana,USHL,1,5,4,21,24,21,11.0,9,26.0,1.0,15.4,0.0,0.0,,,,,,,,,,,
0,20142015,Michigan Tech,WCHA,1,9,0,22,36,22,,9,,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Michigan Tech,WCHA,1,13,7,27,37,27,24.0,20,79.0,2.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Michigan Tech,NCAA,6040,13,7,37,37,37,24.0,20,,,,,,,,,,,,,,,,
0,20162017,Michigan Tech,NCAA,6040,21,5,74,42,74,6.0,26,,,,,,,,,,,,,,,,
0,20162017,Ontario Reign,AHL,26957,1,0,7,8,7,1.0,1,,,,,,,,,,,,,,,,
0,20172018,Ontario Reign,AHL,26957,13,4,23,49,23,10.0,17,,,,,,,,,,,,,,,,
0,20182019,Los Angeles Kings,National Hockey League,1,4,2,8,25,8,-1.0,6,34.0,0.0,5.88,1.0,0.0,428:16,38.0,0.0,03:45,386:40,0.0,0.0,0.0,37:51,47.0,545.0
0,20182019,Ontario Reign,AHL,26957,21,8,17,45,17,-21.0,29,,,,,,,,,,,,,,,,
0,20192020,Los Angeles Kings,National Hockey League,1,14,4,10,70,10,16.0,18,112.0,0.0,3.6,0.0,0.0,1267:59,132.0,1.0,02:51,1166:16,0.0,0.0,0.0,98:52,100.0,1573.0
0,20202021,Los Angeles Kings,National Hockey League,1,8,2,8,44,8,0.0,10,57.0,0.0,3.5,0.0,0.0,847:11,61.0,1.0,18:53,743:42,0.0,0.0,1.0,84:36,67.0,1020.0
0,20202021,USA,WC,17215,1,0,4,8,4,0.0,1,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,19,2,28,67,28,23.0,21,153.0,0.0,1.3,0.0,0.0,1405:54,124.0,2.0,49:35,1217:55,0.0,0.0,2.0,138:24,103.0,1671.0
