,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Hovås HC U16,U16 Div.1,148054,30,23,12,21,12,53,
0,20162017,Hovås HC U16 2,U16 Div.2,228485,8,8,6,4,6,16,
0,20172018,Frölunda HC U16,U16 SM,44007,6,3,6,7,6,9,
0,20172018,Frölunda HC U16,U16 Region,44352,21,23,14,21,14,44,
0,20172018,Frölunda HC U16 2,U16 Div.1,173154,6,3,29,2,29,9,
0,20172018,Frölunda HC J18 2,J18 Div.1,241350,12,15,12,13,12,27,
0,20182019,Frölunda HC J18,J18 Region,7198,4,7,0,9,0,11,10.0
0,20182019,Frölunda HC J18,J18 Nationell,7958,5,3,4,11,4,8,3.0
0,20182019,Göteborg,TV-Pucken,10976,8,6,2,6,2,14,
0,20182019,Frölunda HC U16,U16 SM,44007,16,12,12,7,12,28,
0,20182019,Frölunda HC U16,U16 Region,44352,17,22,26,14,26,39,
0,20192020,Frölunda HC J20,J20 Nationell,5919,5,1,6,11,6,6,1.0
0,20192020,Frölunda HC J18,J18 Region,7198,21,13,8,14,8,34,10.0
0,20192020,Frölunda HC J18,J18 Nationell,7958,1,5,2,4,2,6,2.0
0,20192020,Sweden U17,WHC-17,61300,2,5,6,5,6,7,
0,20202021,Luleå HF,SHL,869,1,2,8,26,8,3,-3.0
0,20202021,Frölunda HC J20,J20 Nationell,5919,10,3,12,11,12,13,4.0
0,20202021,Sweden U18,WJC-18,8573,6,3,4,7,4,9,1.0
0,20212022,Sweden U20,WJC-20,8596,4,2,0,7,0,6,3.0
0,20212022,Vancouver Giants,WHL,9661,40,22,52,53,52,62,10.0
