,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Västerås IK U16,U16 Elit,162346,23,13,2,28,2,36,
0,20142015,Västerås IK J18,J18 Elit,6634,2,2,0,4,0,4,-2.0
0,20142015,Västerås IK Ungdom J18,J18 Div.1,23018,13,11,2,11,2,24,
0,20142015,Västerås IK U16,U16 Elit,162346,46,19,8,27,8,65,
0,20152016,Västerås IK J18,J18 Region,7728,25,9,8,32,8,34,
0,20162017,Västerås IK J20,J20 Nationell,5929,12,6,10,45,10,18,-10.0
0,20162017,Västerås IK J18,J18 Region,7728,11,9,6,8,6,20,
0,20162017,Västerås IK J18,J18 Nationell,8488,0,0,0,2,0,0,-1.0
0,20172018,Växjö Lakers HC,SHL,4189,0,0,0,2,0,0,2.0
0,20172018,Västerås IK,HockeyEttan,4311,13,7,10,36,10,20,12.0
0,20172018,Västerås IK J20,J20 Nationell,5929,6,5,4,12,4,11,4.0
0,20182019,Växjö Lakers HC,Champions HL,3502,2,0,4,6,4,2,3.0
0,20182019,Växjö Lakers HC,SHL,4189,7,3,12,47,12,10,-2.0
0,20182019,Sweden U20,WJC-20,8596,0,0,0,5,0,0,2.0
0,20192020,Växjö Lakers HC,SHL,4189,10,7,14,52,14,17,18.0
0,20202021,Växjö Lakers HC,SHL,4189,14,9,16,45,16,23,9.0
0,20202021,Sweden,WC,6815,0,0,0,2,0,0,0.0
0,20202021,Sweden,EHT,89816,2,1,2,3,2,3,2.0
0,20212022,Växjö Lakers HC,Champions HL,3502,3,1,0,8,0,4,-3.0
0,20212022,Växjö Lakers HC,SHL,4189,30,11,44,46,44,41,5.0
0,20212022,Sweden,OG,8302,2,0,0,6,0,2,1.0
0,20212022,Toronto Marlies,AHL,13377,2,2,2,6,2,4,-1.0
0,20212022,Sweden,EHT,89816,1,1,0,3,0,2,2.0
