,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Mississauga Reps Min Midget AAA,GTMMHL,82373,39,52,0,64,0,0,91,,,,,,,,,,,,,,,,
0,20102011,Toronto Patriots,OJHL,103197,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
0,20112012,Muskegon Lumberjacks,USHL,5428,18,22,154,52,154,-23,40,,,,,,,,,,,,,,,,
0,20122013,Univ. of Maine,NCAA,6130,7,7,42,32,42,-3,14,,,,,,,,,,,,,,,,
0,20132014,Univ. of Maine,NCAA,6130,7,11,40,34,40,5,18,,,,,,,,,,,,,,,,
0,20142015,Youngstown Phantoms,USHL,26358,19,24,146,46,146,15,43,,,,,,,,,,,,,,,,
0,20152016,Adirondack Thunder,ECHL,185555,17,18,48,43,48,14,35,,,,,,,,,,,,,,,,
0,20152016,Stockton Heat,AHL,186037,3,0,42,15,42,-6,3,,,,,,,,,,,,,,,,
0,20162017,Stockton Heat,AHL,186037,16,13,127,68,127,15,29,,,,,,,,,,,,,,,,
0,20172018,Calgary Flames,National Hockey League,1,1,0,15,7,15,0,1,43:45,5.0,11.0,0.0,0.0,00:07,43:38,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,64.0
0,20172018,Stockton Heat,AHL,186037,15,13,110,57,110,6,28,,,,,,,,,,,,,,,,
0,20182019,Calgary Flames,National Hockey League,1,0,0,17,4,17,0,0,27:56,1.0,12.0,0.0,0.0,01:46,26:10,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,43.0
0,20182019,Stockton Heat,AHL,186037,17,12,72,58,72,-1,29,,,,,,,,,,,,,,,,
0,20192020,Stockton Heat,AHL,186037,9,11,14,21,14,6,20,,,,,,,,,,,,,,,,
0,20202021,Florida Panthers,National Hockey League,1,2,2,67,34,67,-2,4,330:25,47.0,90.0,0.0,0.0,01:21,313:58,0.0,4.3,0.0,0.0,0.0,0.0,15:06,10.0,465.0
0,20212022,Florida Panthers,National Hockey League,1,9,9,92,55,92,4,18,627:20,91.0,117.0,0.0,0.0,00:29,559:52,14.29,9.9,1.0,0.0,0.0,1.0,66:59,7.0,899.0
