,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Färjestad BK J18,J18 Allsvenskan,5894,0,2,2,3,2,1.0,2,,,,,,,,,,,,,,,,
0,20132014,Färjestad BK U16,U16 Elit,42826,8,14,24,25,24,0.0,22,,,,,,,,,,,,,,,,
0,20142015,Färjestad BK J18,J18 Allsvenskan,5894,14,8,10,16,10,7.0,22,,,,,,,,,,,,,,,,
0,20142015,Färjestad BK U16,U16 Elit,42826,9,9,2,9,2,0.0,18,,,,,,,,,,,,,,,,
0,20152016,Färjestad BK,SHL,839,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20152016,Färjestad BK J20,J20 Nationell,5799,9,0,16,18,16,-1.0,9,,,,,,,,,,,,,,,,
0,20152016,Färjestad BK J18,J18 Region,7098,9,3,14,11,14,,12,,,,,,,,,,,,,,,,
0,20152016,Färjestad BK J18,J18 Nationell,7858,8,10,4,14,4,0.0,18,,,,,,,,,,,,,,,,
0,20152016,Sweden U17,WHC-17,61300,2,2,0,6,0,,4,,,,,,,,,,,,,,,,
0,20162017,Färjestad BK,SHL,839,0,0,2,14,2,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,Färjestad BK J20,J20 Nationell,5799,20,16,18,40,18,11.0,36,,,,,,,,,,,,,,,,
0,20162017,Sweden U18,WJC-18,8573,2,3,0,7,0,1.0,5,,,,,,,,,,,,,,,,
0,20162017,Sweden U18,Hlinka Gretzky Cup,158290,2,1,27,5,27,-4.0,3,,,,,,,,,,,,,,,,
0,20172018,Färjestad BK,SHL,839,4,3,6,35,6,-2.0,7,,,,,,,,,,,,,,,,
0,20172018,Timrå IK,HockeyAllsvenskan,1340,3,2,0,8,0,2.0,5,,,,,,,,,,,,,,,,
0,20172018,Färjestad BK J20,J20 Nationell,5799,1,5,4,5,4,4.0,6,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,0,2,4,7,4,-3.0,2,,,,,,,,,,,,,,,,
0,20182019,Färjestad BK,SHL,839,2,2,8,16,8,-3.0,4,,,,,,,,,,,,,,,,
0,20182019,Sweden U20,WJC-20,8596,0,0,6,5,6,1.0,0,,,,,,,,,,,,,,,,
0,20192020,Binghamton Devils,AHL,233827,11,8,8,46,8,1.0,19,,,,,,,,,,,,,,,,
0,20202021,AIK,HockeyAllsvenskan,1240,6,4,14,21,14,-6.0,10,,,,,,,,,,,,,,,,
0,20202021,Binghamton Devils,AHL,233827,12,7,8,34,8,-9.0,19,,,,,,,,,,,,,,,,
0,20212022,New Jersey Devils,National Hockey League,1,5,3,0,14,0,5.0,8,186:48,36.0,16.0,0.0,0.0,21:37,165:11,66.67,8.3,0.0,0.0,0.0,0.0,00:00,7.0,257.0
0,20212022,Utica Comets,AHL,152247,28,24,8,58,8,5.0,52,,,,,,,,,,,,,,,,
