,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Toronto Pro Hockey,Brick Invitational,128756,2,0,6,6,6,2,
0,20142015,Pro Hockey Hutson Selects U12,WSI U12,206736,2,4,13,9,13,6,
0,20152016,Pro Hockey Selects U13,WSI U13,206577,5,1,6,9,6,6,
0,20162017,Pro Hockey Selects U14,WSI U14,206428,4,1,6,7,6,5,
0,20172018,Pro Hockey Selects U15,WSI U15,206920,1,0,10,7,10,1,
0,20182019,Toronto Marlboros U16 AAA,U16 AAA,82673,36,8,40,73,40,44,
0,20182019,Toronto Marlboros U16 AAA,GTHL U16,82870,19,2,24,33,24,21,
0,20182019,Team Ontario,CWG,94475,2,0,10,6,10,2,
0,20182019,Team GTHL Blue,OGC-16,154307,3,0,6,4,6,3,
0,20192020,Mississauga Steelheads,OHL,126668,7,0,28,57,28,7,-6.0
0,20192020,Canada Black U17,WHC-17,163780,0,0,2,5,2,0,
0,20202021,Canada U18,WJC-18,17193,2,0,8,7,8,2,7.0
0,20212022,Canada U20,WJC-20,17216,0,0,2,6,2,0,0.0
0,20212022,Mississauga Steelheads,OHL,126668,41,7,91,68,91,48,34.0
