,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,NWCAA Stamps U15 AA,HCAA U15,129291,8,2,10,22,10,10,
0,20152016,Calgary Flames U15 AAA,AEHL U15,150689,0,1,0,2,0,1,
0,20162017,Calgary Flames U15 AAA,AEHL U15,150689,13,5,26,29,26,18,
0,20172018,Edge School U18 Prep,CSSHL U18,59826,0,0,0,2,0,0,
0,20172018,Edge School U16 Prep,CSSHL U16,161704,27,16,26,32,26,43,
0,20182019,U.S. National U17 Team,USDP,19734,20,4,18,44,18,24,
0,20182019,USNTDP Juniors,USHL,52486,5,2,0,22,0,7,-22.0
0,20182019,USA U17,WHC-17,61270,1,0,0,5,0,1,
0,20192020,U.S. National U18 Team,USDP,19564,22,7,12,47,12,29,
0,20192020,USNTDP Juniors,USHL,52486,12,2,8,19,8,14,6.0
0,20202021,Univ. of North Dakota,NCAA,11930,13,2,4,22,4,15,20.0
0,20202021,USA U20,WJC-20,17276,2,0,0,7,0,2,7.0
0,20212022,Univ. of North Dakota,NCAA,11930,18,8,6,23,6,26,5.0
0,20212022,USA,OG,16972,1,0,0,1,0,1,1.0
