,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Victory Honda  U16,T1EHL U16,90348,14,15,26,31,26,0.0,29,,,,,,,,,,,,,,,,
0,20082009,Det. Honeybaked,T1EHL,1,13,19,26,46,26,,32,,,,,,,,,,,,,,,,
0,20092010,Sioux City,USHL,1,12,10,45,58,45,-9.0,22,115.0,0.0,8.7,1.0,1.0,,,,,,,,,,,
0,20102011,Sioux City,USHL,1,32,13,30,59,30,3.0,45,143.0,5.0,9.1,1.0,1.0,,,,,,,,,,,
0,20112012,Bowling Green,CCHA,1,19,11,31,44,31,,30,,2.0,,3.0,1.0,,,,,,,,,,,
0,20122013,Bowling Green,CCHA,1,15,18,20,41,20,,33,,6.0,,3.0,1.0,,,,,,,,,,,
0,20132014,Bowling Green,WCHA,1,8,8,0,15,0,,16,,1.0,,1.0,0.0,,,,,,,,,,,
0,20132014,Worcester Sharks,AHL,19317,2,0,8,12,8,-5.0,2,,,,,,,,,,,,,,,,
0,20142015,Worcester,AHL,1,22,12,40,74,40,10.0,34,152.0,0.0,7.9,5.0,1.0,,,,,,,,,,,
0,20152016,San Jose Sharks,National Hockey League,1,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,07:27,1.0,0.0,00:00,07:27,0.0,0.0,0.0,00:00,0.0,13.0
0,20152016,San Jose,AHL,2,37,18,33,66,33,20.0,55,143.0,6.0,12.6,0.0,0.0,,,,,,,,,,,
0,20152016,San Jose Barracuda,AHL,187427,37,18,33,66,33,20.0,55,,,,,,,,,,,,,,,,
0,20162017,San Jose Sharks,National Hockey League,1,2,2,4,11,4,5.0,4,20.0,0.0,10.0,0.0,0.0,114:13,15.0,0.0,00:42,104:38,45.33,0.0,0.0,08:53,2.0,179.0
0,20162017,San Jose Barracuda,AHL,187427,25,14,24,54,24,17.0,39,,,,,,,,,,,,,,,,
0,20172018,San Jose Sharks,National Hockey League,1,1,0,2,16,2,1.0,1,20.0,0.0,0.0,0.0,0.0,182:17,24.0,0.0,00:31,150:39,50.93,0.0,0.0,31:07,5.0,282.0
0,20172018,Vegas Golden Knights,National Hockey League,2,5,9,9,36,9,0.0,14,65.0,0.0,13.85,2.0,1.0,472:53,52.0,0.0,18:32,415:26,49.79,0.0,1.0,38:55,12.0,600.0
0,20182019,Vegas Golden Knights,National Hockey League,1,13,5,8,68,8,-6.0,18,102.0,0.0,4.9,0.0,1.0,857:52,126.0,0.0,13:43,759:02,52.61,0.0,2.0,85:07,17.0,1079.0
0,20192020,Chicago Blackhawks,National Hockey League,1,12,3,28,69,28,-6.0,15,80.0,0.0,3.8,0.0,1.0,971:04,117.0,0.0,16:24,788:34,43.11,0.0,3.0,166:06,48.0,1339.0
0,20202021,Chicago Blackhawks,National Hockey League,1,1,4,19,40,19,-10.0,5,51.0,1.0,7.8,0.0,1.0,507:39,78.0,1.0,39:07,380:06,48.41,0.0,1.0,88:26,17.0,689.0
0,20212022,Chicago Blackhawks,National Hockey League,1,8,3,36,59,36,-10.0,11,61.0,0.0,4.9,2.0,0.0,753:08,123.0,1.0,23:49,601:05,52.25,0.0,0.0,128:14,40.0,1115.0
0,20212022,Calgary Flames,National Hockey League,2,1,0,0,8,0,-1.0,1,6.0,0.0,0.0,0.0,0.0,89:51,13.0,0.0,00:23,89:13,47.27,0.0,0.0,00:15,4.0,131.0
