,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,HC Litvinov U16,Czech U16,83607,0,0,0,4,0,-7.0,0,,,,,,,,,,,,,,,,
0,20122013,HC Litvinov U16,Czech U16,83607,22,25,26,34,26,9.0,47,,,,,,,,,,,,,,,,
0,20132014,HC Litvinov U18,Czech U18,37292,7,8,16,15,16,-3.0,15,,,,,,,,,,,,,,,,
0,20132014,HC Litvinov U16,Czech U16,83607,13,14,20,17,20,10.0,27,,,,,,,,,,,,,,,,
0,20142015,HC Litvinov U18,Czech U18,37292,27,25,64,39,64,26.0,52,,,,,,,,,,,,,,,,
0,20142015,HC Litvinov U20,Czech U20,37303,0,1,0,4,0,-1.0,1,,,,,,,,,,,,,,,,
0,20152016,HC Litvinov,Czechia,3526,1,3,4,15,4,-3.0,4,,,,,,,,,,,,,,,,
0,20152016,Czechia U18,WJC-18,17013,3,0,0,5,0,-1.0,3,,,,,,,,,,,,,,,,
0,20152016,HC Litvinov U18,Czechia U18,39114,4,2,0,2,0,6.0,6,,,,,,,,,,,,,,,,
0,20152016,HC Litvinov U20,Czechia U20,39127,7,17,16,28,16,-3.0,24,,,,,,,,,,,,,,,,
0,20152016,Czechia U19,WJAC-19,113792,2,1,4,4,4,,3,,,,,,,,,,,,,,,,
0,20152016,Czechia U18,Hlinka Gretzky Cup,158320,2,1,0,4,0,1.0,3,,,,,,,,,,,,,,,,
0,20162017,HC Litvinov,Czechia,3526,6,2,8,41,8,-11.0,8,,,,,,,,,,,,,,,,
0,20162017,Czechia U20,WJC-20,17046,0,0,0,5,0,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,HC Most,Czechia2,23500,1,2,0,3,0,0.0,3,,,,,,,,,,,,,,,,
0,20162017,Czechia U19,WJAC-19,113792,3,2,2,5,2,,5,,,,,,,,,,,,,,,,
0,20172018,Red Deer Rebels,WHL,9631,23,34,32,63,32,-1.0,57,,,,,,,,,,,,,,,,
0,20172018,Czechia U20,WJC-20,17046,1,3,4,7,4,1.0,4,,,,,,,,,,,,,,,,
0,20182019,Manitoba Moose,AHL,877,8,2,14,55,14,-3.0,10,,,,,,,,,,,,,,,,
0,20192020,Manitoba Moose,AHL,877,5,12,18,39,18,1.0,17,,,,,,,,,,,,,,,,
0,20202021,Manitoba Moose,AHL,877,6,6,8,29,8,4.0,12,,,,,,,,,,,,,,,,
0,20212022,Winnipeg Jets,National Hockey League,1,1,1,7,13,7,-2.0,2,135:15,18.0,14.0,0.0,0.0,00:03,135:12,100.0,5.6,0.0,0.0,0.0,0.0,00:00,10.0,204.0
0,20212022,Manitoba Moose,AHL,877,8,5,12,30,12,0.0,13,,,,,,,,,,,,,,,,
