,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Chicago Mission Bantam Minor AAA,HPMBHL,141686,15,16,4.0,20,4,31,,,,,,,,,,,,,,,,,
0,20142015,Chicago Mission Bantam Major AAA,HPBHL,141295,9,10,4.0,17,4,19,,,,,,,,,,,,,,,,,
0,20152016,Chicago Mission 16U AAA,NAPHL 16U,97230,2,2,8.0,5,8,4,,,,,,,,,,,,,,,,,
0,20152016,Chicago Mission 16U AAA,HPHL 16U,97841,9,3,21.0,21,21,12,,,,,,,,,,,,,,,,,
0,20152016,Team Grey,USA-S15,178273,4,1,,5,,5,,,,,,,,,,,,,,,,,
0,20162017,Waterloo Black Hawks,USHL,9996,8,4,59.0,44,59,12,4.0,,,,,,,,,,,,,,,,
0,20162017,Team Columbia,USA-S16,177734,3,2,,5,,5,,,,,,,,,,,,,,,,,
0,20172018,Waterloo Black Hawks,USHL,9996,41,24,83.0,56,83,65,14.0,,,,,,,,,,,,,,,,
0,20172018,USA U19,WJAC-19,87412,0,1,2.0,5,2,1,,,,,,,,,,,,,,,,,
0,20172018,USA U18,Hlinka Gretzky Cup,140070,3,2,12.0,4,12,5,1.0,,,,,,,,,,,,,,,,
0,20172018,Team Gold,USA-S17,177415,2,2,,5,,4,,,,,,,,,,,,,,,,,
0,20182019,Harvard Univ.,NCAA,13950,15,9,14.0,32,14,24,10.0,,,,,,,,,,,,,,,,
0,20182019,USA U20,WJC-20,17276,0,0,0.0,7,0,0,-1.0,,,,,,,,,,,,,,,,
0,20192020,Harvard Univ.,NCAA,13950,19,20,16.0,28,16,39,9.0,,,,,,,,,,,,,,,,
0,20192020,USA U20,WJC-20,17276,1,1,4.0,5,4,2,0.0,,,,,,,,,,,,,,,,
0,20202021,Växjö Lakers HC,SHL,4189,20,10,18.0,41,18,30,10.0,,,,,,,,,,,,,,,,
0,20202021,USA,WC,17215,0,2,0.0,9,0,2,2.0,,,,,,,,,,,,,,,,
0,20212022,Carolina Hurricanes,National Hockey League,1,0,2,2.0,2,2,2,3.0,31:55,6.0,4.0,0.0,0.0,00:00,28:41,80.0,33.3,0.0,0.0,0.0,0.0,03:14,2.0,46.0
0,20212022,Chicago Wolves,AHL,957,32,20,61.0,68,61,52,11.0,,,,,,,,,,,,,,,,
