,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Madison Capitols 16U,T1EHL U16,96478,21,12,19,38,19,0.0,33,,,,,,,,,,,,,,,,
0,20102011,Madison,T1EHL,1,20,10,2,34,2,,30,,,,,,,,,,,,,,,,
0,20102011,Dubuque,USHL,2,2,0,0,2,0,2.0,2,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20112012,USNTDP,USHL,1,8,2,4,31,4,-5.0,10,50.0,2.0,4.0,0.0,0.0,,,,,,,,,,,
0,20112012,USNTDP,U-17,2,17,6,4,17,4,,23,,,,,,,,,,,,,,,,
0,20112012,USNTDP,U-18,3,0,0,2,8,2,,0,,,,,,,,,,,,,,,,
0,20122013,USNTDP,USHL,1,10,3,2,26,2,15.0,13,44.0,2.0,6.82,1.0,0.0,,,,,,,,,,,
0,20122013,USNTDP,U-18,2,16,8,6,41,6,,24,,,,,,,,,,,,,,,,
0,20122013,U.S.A.,WJ18-A,3,2,2,2,7,2,2.0,4,19.0,2.0,10.53,1.0,0.0,,,,,,,,,,,
0,20132014,U. of Denver,NCHC,1,8,8,8,38,8,,16,,6.0,,0.0,0.0,,,,,,,,,,,
0,20132014,U.S.A.,WJC-A,2,3,2,2,5,2,0.0,5,8.0,1.0,,1.0,0.0,,,,,,,,,,,
0,20142015,U. of Denver,NCHC,1,14,4,8,38,8,,18,,2.0,,1.0,0.0,,,,,,,,,,,
0,20142015,U.S.A.,WJC-A,2,1,0,0,5,0,2.0,1,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20152016,U. of Denver,NCHC,1,23,9,19,39,19,19.0,32,84.0,4.0,,2.0,1.0,,,,,,,,,,,
0,20152016,Univ. of Denver,NCAA,20900,23,9,19,39,19,19.0,32,,,,,,,,,,,,,,,,
0,20162017,Univ. of Denver,NCAA,20900,30,7,18,43,18,27.0,37,,,,,,,,,,,,,,,,
0,20172018,New Jersey Devils,National Hockey League,1,39,5,8,81,8,1.0,44,88.0,3.0,5.68,1.0,0.0,1301:12,21.0,23.0,214:24,1082:48,0.0,0.0,0.0,04:00,62.0,1679.0
0,20172018,USA,WC,17215,2,1,0,10,0,1.0,3,,,,,,,,,,,,,,,,
0,20182019,New Jersey Devils,National Hockey League,1,26,4,18,78,18,-17.0,30,108.0,1.0,3.7,1.0,0.0,1503:25,38.0,14.0,216:04,1277:07,0.0,0.0,0.0,10:14,74.0,1804.0
0,20192020,New Jersey Devils,National Hockey League,1,17,4,6,56,6,-8.0,21,62.0,0.0,6.5,1.0,0.0,1003:22,31.0,1.0,72:35,918:16,0.0,0.0,0.0,12:31,75.0,1269.0
0,20202021,New Jersey Devils,National Hockey League,1,10,1,2,23,2,-3.0,11,37.0,0.0,2.7,0.0,0.0,437:44,7.0,2.0,30:34,406:36,0.0,0.0,0.0,00:34,28.0,519.0
0,20212022,Buffalo Sabres,National Hockey League,1,6,2,0,37,0,-10.0,8,35.0,0.0,5.7,0.0,0.0,609:53,11.0,2.0,25:12,581:44,0.0,0.0,0.0,02:57,32.0,762.0
