,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Collège du Mont-Ste-Anne M15 Maj,LHPS M15 Majeur,174564,23,11,6.0,29,6,34,
0,20132014,Collège du Mont-Ste-Anne M15 Maj,LHPS M15 Majeur,174564,12,11,12.0,19,12,23,
0,20142015,Collège du Mont-Ste-Anne M17 Maj,LHPS M17 Majeur,174468,23,17,16.0,30,16,40,
0,20152016,Académie St-Louis Prep,CAHS,159366,37,19,,39,,56,
0,20162017,Collège Champlain Cougars,QCHL,22439,16,9,8.0,21,8,25,12.0
0,20162017,Sherbrooke Phoenix,QMJHL,114420,16,7,14.0,45,14,23,-7.0
0,20172018,Sherbrooke Phoenix,QMJHL,114420,32,14,35.0,66,35,46,8.0
0,20182019,Sherbrooke Phoenix,QMJHL,114420,31,24,45.0,62,45,55,14.0
0,20192020,Sherbrooke Phoenix,QMJHL,114420,56,36,47.0,46,47,92,40.0
0,20202021,Wilkes-Barre/Scranton Penguins,AHL,1077,7,6,17.0,27,17,13,1.0
0,20202021,Wheeling Nailers,ECHL,2765,1,5,20.0,10,20,6,-2.0
0,20212022,Wilkes-Barre/Scranton Penguins,AHL,1077,18,16,30.0,63,30,34,19.0
