,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Team Brick Alberta,Brick Invitational,128736,1,1,6,6,6,2,,,,,,,,,,,,,,,,,
0,20132014,Fort Saskatchewan Rang. Bntm AAA,AMBHL,64178,18,9,24,33,24,27,,,,,,,,,,,,,,,,,
0,20142015,Fort Saskatchewan Rang. Bntm AAA,AMBHL,64178,71,29,26,33,26,100,,,,,,,,,,,,,,,,,
0,20152016,Fort Saskatchewan Ranger U18 AAA,AEHL U18,54471,21,14,12,34,12,35,,,,,,,,,,,,,,,,,
0,20162017,Saskatoon Blades,WHL,7881,4,6,4,19,4,10,3.0,,,,,,,,,,,,,,,,
0,20162017,Fort Saskatchewan Ranger U18 AAA,AEHL U18,54471,20,6,6,22,6,26,,,,,,,,,,,,,,,,,
0,20172018,Saskatoon Blades,WHL,7881,39,7,12,52,12,46,-10.0,,,,,,,,,,,,,,,,
0,20172018,Canada Black U17,WHC-17,163780,6,1,2,5,2,7,,,,,,,,,,,,,,,,,
0,20182019,Saskatoon Blades,WHL,7881,48,25,40,62,40,73,15.0,,,,,,,,,,,,,,,,
0,20182019,Canada U18,Hlinka Gretzky Cup,144760,5,2,0,5,0,7,,,,,,,,,,,,,,,,,
0,20192020,Chicago Blackhawks,National Hockey League,1,15,8,24,64,24,23,-1.0,913:00,101.0,33.0,0.0,3.0,100:25,810:19,33.78,7.9,2.0,0.0,0.0,0.0,02:16,23.0,1103.0
0,20192020,Rockford IceHogs,AHL,8267,0,0,0,3,0,0,-1.0,,,,,,,,,,,,,,,,
0,20202021,Chicago Blackhawks,National Hockey League,1,8,2,4,18,4,10,-3.0,334:17,26.0,7.0,1.0,1.0,59:59,252:29,40.31,7.7,0.0,0.0,0.0,0.0,21:49,12.0,364.0
0,20212022,Chicago Blackhawks,National Hockey League,1,17,9,43,70,43,26,-18.0,1263:06,116.0,49.0,2.0,6.0,134:11,1051:13,32.84,7.8,0.0,0.0,0.0,1.0,77:42,44.0,1526.0
