,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Team North,UMHSEHL,97778,1,0,0,8,0,1,,,,,,,,,,,,,,,,,
0,20142015,Hibbing/Chisholm High,USHS-MN,113692,37,10,51,25,51,47,,,,,,,,,,,,,,,,,
0,20152016,U.S. National U18 Team,USDP,19564,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20152016,Team Kowalski's,UMHSEHL,97808,24,9,10,21,10,33,,,,,,,,,,,,,,,,,
0,20152016,Hibbing/Chisholm High,USHS-MN,113708,55,13,21,25,21,68,,,,,,,,,,,,,,,,,
0,20152016,USA U18,Hlinka Gretzky Cup,140070,0,0,2,4,2,0,0.0,,,,,,,,,,,,,,,,
0,20152016,Team Orange,USA-S17,177525,1,0,0,5,0,1,,,,,,,,,,,,,,,,,
0,20162017,Cedar Rapids RoughRiders,USHL,8756,15,6,14,56,14,21,-37.0,,,,,,,,,,,,,,,,
0,20172018,USA U20,WJC-20,17276,2,1,2,7,2,3,2.0,,,,,,,,,,,,,,,,
0,20172018,Univ. of Minnesota-Duluth,NCAA,18500,25,11,36,42,36,36,22.0,,,,,,,,,,,,,,,,
0,20182019,Univ. of Minnesota-Duluth,NCAA,18500,26,3,32,39,32,29,9.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of Minnesota-Duluth,NCAA,18500,34,6,64,34,64,40,18.0,,,,,,,,,,,,,,,,
0,20212022,St. Louis Blues,National Hockey League,1,6,0,8,19,8,6,2.0,293:42,14.0,5.0,0.0,3.0,38:31,255:11,0.0,0.0,0.0,0.0,0.0,0.0,00:00,12.0,401.0
0,20212022,Springfield Thunderbirds,AHL,39667,19,3,8,17,8,22,-3.0,,,,,,,,,,,,,,,,
