,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Montréal Ice Storm,Brick Invitational,128796,4,0,4,5,4,4,,,,,,,,,,,,,,,,,
0,20132014,Lac St-Louis Grenadiers Bntm AAA,QBAAA,167892,15,19,18,23,18,34,0.0,,,,,,,,,,,,,,,,
0,20142015,Châteauguay Grenadiers,QMAAA,111053,33,23,50,41,50,56,18.0,,,,,,,,,,,,,,,,
0,20152016,Victoriaville Tigres,QMJHL,7520,34,26,68,62,68,60,4.0,,,,,,,,,,,,,,,,
0,20152016,Canada U18,WJC-18,17193,1,1,12,7,12,2,1.0,,,,,,,,,,,,,,,,
0,20152016,Canada Red U17,WHC-17,163770,6,1,8,6,8,7,,,,,,,,,,,,,,,,,
0,20152016,Team Green,U17-Dev,178259,2,1,6,3,6,3,,,,,,,,,,,,,,,,,
0,20162017,Victoriaville Tigres,QMJHL,7520,29,22,88,64,88,51,-7.0,,,,,,,,,,,,,,,,
0,20162017,Canada U18,WJC-18,17193,0,2,28,5,28,2,-5.0,,,,,,,,,,,,,,,,
0,20162017,Canada U18,Hlinka Gretzky Cup,144760,1,4,8,4,8,5,3.0,,,,,,,,,,,,,,,,
0,20172018,Victoriaville Tigres,QMJHL,7520,41,44,79,54,79,85,43.0,,,,,,,,,,,,,,,,
0,20172018,Canada U20,WJC-20,17216,3,3,4,7,4,6,6.0,,,,,,,,,,,,,,,,
0,20182019,Anaheim Ducks,National Hockey League,1,5,2,7,10,7,7,3.0,145:54,9.0,27.0,0.0,0.0,14:53,130:56,27.27,22.22,1.0,0.0,0.0,0.0,00:05,3.0,190.0
0,20182019,Drummondville Voltigeurs,QMJHL,9590,17,31,32,25,32,48,31.0,,,,,,,,,,,,,,,,
0,20182019,Canada U20,WJC-20,17216,1,5,8,5,8,6,5.0,,,,,,,,,,,,,,,,
0,20182019,San Diego Gulls,AHL,85177,0,1,2,4,2,1,-2.0,,,,,,,,,,,,,,,,
0,20192020,Anaheim Ducks,National Hockey League,1,6,5,24,29,24,11,-4.0,405:14,32.0,61.0,2.0,3.0,64:39,337:56,18.75,15.6,0.0,0.0,0.0,0.0,02:39,8.0,551.0
0,20192020,San Diego Gulls,AHL,85177,15,9,53,31,53,24,7.0,,,,,,,,,,,,,,,,
0,20202021,Anaheim Ducks,National Hockey League,1,17,16,40,55,40,33,3.0,850:59,94.0,93.0,1.0,4.0,95:36,753:04,35.29,17.0,3.0,0.0,0.0,0.0,02:19,34.0,1078.0
0,20202021,Canada,WC,17155,2,4,14,10,14,6,-3.0,,,,,,,,,,,,,,,,
0,20212022,Anaheim Ducks,National Hockey League,1,10,6,46,52,46,16,-17.0,735:02,72.0,111.0,0.0,2.0,83:22,643:39,47.83,8.3,0.0,0.0,0.0,0.0,08:01,17.0,944.0
0,20212022,Canada,WC,17155,4,3,29,10,29,7,4.0,,,,,,,,,,,,,,,,
