,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20062007,Ajax Pickering,Minor-ON,1,21,17,58,48,58,38,,,,,,,,,,,,,,,,,
0,20072008,Pickering,OPJHL,1,15,12,58,40,58,27,2.0,3.0,0.0,,,,,,,,,,,,,,
0,20072008,Oshawa,OHL,2,1,0,8,25,8,1,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,
0,20082009,Oshawa,OHL,1,14,11,37,66,37,25,5.0,,1.0,-13.0,,,,,,,,,,,,,
0,20092010,Oshawa,OHL,1,33,15,70,67,70,48,5.0,,1.0,-18.0,,,,,,,,,,,,,
0,20102011,Oshawa,OHL,1,42,33,109,66,109,75,5.0,,4.0,34.0,,,,,,,,,,,,,
0,20112012,Oshawa,OHL,1,36,22,88,57,88,58,8.0,,1.0,1.0,,,,,,,,,,,,,
0,20112012,Manchester,AHL,2,0,1,4,5,4,1,0.0,0.0,0.0,0.0,8.0,12.5,,,,,,,,,,,
0,20122013,Manchester,AHL,1,13,13,111,69,111,26,3.0,3.0,0.0,1.0,106.0,12.26,,,,,,,,,,,
0,20132014,Manchester,AHL,1,24,11,133,76,133,35,3.0,0.0,2.0,5.0,155.0,7.1,,,,,,,,,,,
0,20142015,Los Angeles Kings,National Hockey League,1,1,2,18,18,18,3,0.0,1.0,0.0,1.0,14.0,14.29,154:14,33.0,0.0,01:52,152:12,52.46,0.0,0.0,00:10,0.0,220.0
0,20142015,Manchester,AHL,2,5,5,11,7,11,10,1.0,2.0,0.0,8.0,12.0,41.7,,,,,,,,,,,
0,20152016,Los Angeles Kings,National Hockey League,1,2,8,76,60,76,10,0.0,1.0,0.0,1.0,46.0,17.39,527:35,82.0,0.0,05:43,519:21,50.0,0.0,0.0,02:31,11.0,791.0
0,20162017,Los Angeles Kings,National Hockey League,1,2,0,70,36,70,2,0.0,0.0,0.0,-2.0,38.0,0.0,381:28,70.0,0.0,02:46,372:38,59.42,0.0,0.0,06:04,7.0,527.0
0,20172018,Los Angeles Kings,National Hockey League,1,6,3,50,45,50,9,0.0,2.0,0.0,-6.0,47.0,6.38,422:32,77.0,0.0,01:49,419:30,45.28,0.0,0.0,01:13,11.0,597.0
0,20182019,Syracuse Crunch,AHL,1057,29,26,150,75,150,55,,,,12.0,,,,,,,,,,,,,
0,20192020,Philadelphia Flyers,National Hockey League,1,1,0,2,14,2,1,0.0,0.0,0.0,-3.0,14.0,0.0,119:28,20.0,0.0,00:07,119:21,50.0,0.0,0.0,00:00,4.0,178.0
0,20192020,Lehigh Valley Phantoms,AHL,173347,7,11,35,39,35,18,,,,-3.0,,,,,,,,,,,,,
0,20202021,Philadelphia Flyers,National Hockey League,1,0,0,9,6,9,0,0.0,0.0,0.0,-6.0,2.0,0.0,51:39,14.0,0.0,00:10,51:25,62.5,0.0,0.0,00:04,1.0,83.0
0,20202021,Lehigh Valley Phantoms,AHL,173347,0,2,7,3,7,2,,,,0.0,,,,,,,,,,,,,
0,20212022,New York Islanders,National Hockey League,1,0,1,0,6,0,1,0.0,0.0,0.0,-1.0,6.0,16.7,59:55,11.0,0.0,00:00,59:42,52.94,0.0,0.0,00:13,1.0,81.0
0,20212022,Bridgeport Islanders,AHL,827,24,18,57,60,57,42,,,,-7.0,,,,,,,,,,,,,
