,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Visp II U15,Mini A,10085581,11,15,4,9,4,0.0,26,,,,,,,,,,,,,,,,
0,20102011,Valais-Wallis Future U15,U15-Elit,79962,0,2,2,11,2,0.0,2,,,,,,,,,,,,,,,,
0,20102011,Visp U15,U15-Top,84691,6,4,0,3,0,0.0,10,,,,,,,,,,,,,,,,
0,20112012,Valais-Wallis Future U15,U15-Elit,79962,18,11,4,27,4,0.0,29,,,,,,,,,,,,,,,,
0,20122013,Valais-Wallis Future U17,U17-Top,79636,11,12,0,14,0,0.0,23,,,,,,,,,,,,,,,,
0,20122013,Valais-Wallis Future U15,U15-Elit,79962,38,43,4,27,4,0.0,81,,,,,,,,,,,,,,,,
0,20132014,Bern U17,U17-Elit,45075,2,1,0,2,0,0.0,3,,,,,,,,,,,,,,,,
0,20132014,Valais-Wallis Future U17,U17-Top,79636,45,32,4,22,4,0.0,77,,,,,,,,,,,,,,,,
0,20132014,Valais-Wallis Future U15,U15-Elit,79962,40,57,10,20,10,0.0,97,,,,,,,,,,,,,,,,
0,20142015,Switzerland U18,WJC-18,16773,0,1,0,5,0,4.0,1,,,,,,,,,,,,,,,,
0,20142015,Bern U20,U20-Elit,19043,1,1,2,11,2,0.0,2,,,,,,,,,,,,,,,,
0,20142015,Bern U17,U17-Elit,45075,33,28,2,22,2,0.0,61,,,,,,,,,,,,,,,,
0,20152016,Bern,NL,2336,0,1,2,15,2,-3.0,1,,,,,,,,,,,,,,,,
0,20152016,Visp,SL,3927,1,1,0,7,0,2.0,2,,,,,,,,,,,,,,,,
0,20152016,Switzerland U18,WJC-18,17733,3,1,0,5,0,-1.0,4,,,,,,,,,,,,,,,,
0,20152016,Switzerland U20,WJC-20,17756,2,0,0,6,0,-2.0,2,,,,,,,,,,,,,,,,
0,20152016,Bern U20,U20-Elit,19516,17,11,6,18,6,,28,,,,,,,,,,,,,,,,
0,20152016,Switzerland U18,Hlinka Gretzky Cup,158270,3,3,0,4,0,-2.0,6,,,,,,,,,,,,,,,,
0,20162017,Halifax Mooseheads,QMJHL,9610,48,38,24,57,24,20.0,86,,,,,,,,,,,,,,,,
0,20162017,Switzerland U18,WJC-18,17733,5,1,0,5,0,0.0,6,,,,,,,,,,,,,,,,
0,20162017,Switzerland U20,WJC-20,17756,3,4,2,5,2,-1.0,7,,,,,,,,,,,,,,,,
0,20162017,Switzerland U18,Hlinka Gretzky Cup,158270,1,1,2,3,2,-4.0,2,,,,,,,,,,,,,,,,
0,20172018,New Jersey Devils,National Hockey League,1,32,20,26,82,26,10.0,52,1337:22,180.0,56.0,1.0,6.0,168:05,1126:34,42.93,11.11,2.0,0.0,0.0,0.0,42:43,39.0,1778.0
0,20182019,New Jersey Devils,National Hockey League,1,30,17,24,69,24,0.0,47,1249:10,160.0,53.0,3.0,11.0,200:29,1003:12,45.24,10.63,3.0,3.0,0.0,0.0,45:29,44.0,1485.0
0,20182019,Switzerland,WC,16145,5,4,4,8,4,3.0,9,,,,,,,,,,,,,,,,
0,20192020,New Jersey Devils,National Hockey League,1,22,14,12,58,12,-16.0,36,1047:32,123.0,48.0,2.0,10.0,155:56,838:15,51.73,11.4,1.0,0.0,1.0,2.0,53:21,37.0,1278.0
0,20202021,New Jersey Devils,National Hockey League,1,5,6,4,21,4,-9.0,11,388:52,44.0,11.0,3.0,4.0,61:39,293:46,56.23,13.6,0.0,0.0,1.0,1.0,33:27,20.0,516.0
0,20202021,Switzerland,WC,16145,4,2,2,8,2,1.0,6,,,,,,,,,,,,,,,,
0,20212022,New Jersey Devils,National Hockey League,1,39,21,17,70,17,-1.0,60,1354:05,153.0,50.0,4.0,12.0,197:33,1036:53,52.07,13.7,2.0,1.0,0.0,2.0,119:39,48.0,1830.0
0,20212022,Switzerland,WC,16145,3,5,2,8,2,1.0,8,,,,,,,,,,,,,,,,
