,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Timrå IK J18,J18 Allsvenskan,5984,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,
0,20132014,Timrå IK U16,U16 SM,95601,7,3,0,6,0,0,10,,,,,,,,,,,,,,,,
0,20142015,Timrå IK J20,SuperElit,4703,9,4,2,6,2,10,13,,,,,,,,,,,,,,,,
0,20142015,Timrå IK J18,J18 Elit,6094,16,11,2,22,2,24,27,,,,,,,,,,,,,,,,
0,20152016,Timrå IK,HockeyAllsvenskan,1340,6,3,0,25,0,2,9,,,,,,,,,,,,,,,,
0,20152016,Timrå IK J20,J20 Nationell,5909,8,6,20,22,20,-2,14,,,,,,,,,,,,,,,,
0,20152016,Timrå IK J18,J18 Region,7188,1,3,2,2,2,4,4,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,WJC-18,8573,7,1,4,7,4,3,8,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,Hlinka Gretzky Cup,158290,0,0,0,5,0,-2,0,,,,,,,,,,,,,,,,
0,20162017,Timrå IK,HockeyAllsvenskan,1340,22,19,14,43,14,15,41,,,,,,,,,,,,,,,,
0,20162017,Sweden U20,WJC-20,8596,1,0,0,6,0,1,1,,,,,,,,,,,,,,,,
0,20172018,Växjö Lakers HC,Champions HL,3502,3,6,2,11,2,3,9,,,,,,,,,,,,,,,,
0,20172018,Växjö Lakers HC,SHL,4189,32,24,14,44,14,27,56,,,,,,,,,,,,,,,,
0,20172018,Sweden,WC,6815,2,1,0,5,0,2,3,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,2,5,0,7,0,-1,7,,,,,,,,,,,,,,,,
0,20172018,Sweden,EHT,89816,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,
0,20182019,Vancouver Canucks,National Hockey League,1,38,28,12,71,12,3,66,1294:04,144.0,42.0,10.0,22.0,254:24,1034:59,40.99,19.44,7.0,1.0,0.0,0.0,04:41,51.0,1598.0
0,20182019,Sweden,WC,6815,7,3,2,8,2,0,10,,,,,,,,,,,,,,,,
0,20182019,Sweden,EHT,89816,4,0,2,3,2,-1,4,,,,,,,,,,,,,,,,
0,20192020,Vancouver Canucks,National Hockey League,1,39,27,18,68,18,16,66,1260:07,162.0,63.0,8.0,24.0,263:33,994:28,41.84,16.7,5.0,1.0,0.0,0.0,02:06,42.0,1585.0
0,20202021,Vancouver Canucks,National Hockey League,1,11,10,6,26,6,0,21,482:47,63.0,11.0,4.0,5.0,114:19,366:23,45.0,15.9,1.0,0.0,0.0,1.0,02:05,9.0,585.0
0,20212022,Vancouver Canucks,National Hockey League,1,36,32,12,80,12,1,68,1487:36,192.0,49.0,10.0,27.0,258:40,1179:23,44.07,16.7,3.0,0.0,2.0,2.0,49:33,43.0,1805.0
