,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Team Brick Alberta,Brick Invitational,128736,0,0,0,6,0,0,
0,20142015,Western Canada Selects U13,WSI U13,206627,0,0,2,9,2,0,
0,20152016,CAC Canadians U15 AAA,AEHL U15,57079,4,3,24,35,24,7,
0,20162017,Rink Hockey Academy Kelowna U18,CSSHL U18,83926,0,0,0,2,0,0,
0,20162017,Rink Hockey Academy Kelowna U15P,CSSHL U15,135453,37,4,8,30,8,41,
0,20172018,Calgary Hitmen,WHL,6781,2,0,6,14,6,2,-6.0
0,20172018,Northern Alberta Xtreme U18 Prep,CSSHL U18,228966,16,4,10,28,10,20,
0,20182019,Calgary Hitmen,WHL,6781,9,1,12,62,12,10,-17.0
0,20182019,Canada White U17,WHC-17,163790,1,0,0,5,0,1,
0,20192020,Calgary Hitmen,WHL,6781,19,4,30,59,30,23,4.0
0,20202021,Calgary Hitmen,WHL,6781,4,2,14,15,14,6,3.0
0,20212022,Calgary Hitmen,WHL,6781,1,1,4,3,4,2,-3.0
0,20212022,Edmonton Oil Kings,M-Cup,18331,2,1,0,3,0,3,0.0
0,20212022,Edmonton Oil Kings,WHL,18851,23,10,34,55,34,33,38.0
