,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,HIFK U16,Jr. C SM-sarja,80562,0,0,0,5,0,0.0,0,,,,,,,,,,,,,,,,
0,20132014,HIFK U18,Jr. B SM-sarja,24469,1,1,0,9,0,0.0,2,,,,,,,,,,,,,,,,
0,20132014,HJK U18,Jr. B Mestis,55342,3,2,2,3,2,0.0,5,,,,,,,,,,,,,,,,
0,20132014,HIFK U16,Jr. C SM-sarja,80562,21,18,8,28,8,0.0,39,,,,,,,,,,,,,,,,
0,20132014,HJK U16,Jr. C Mestis,80725,0,1,0,1,0,,1,,,,,,,,,,,,,,,,
0,20142015,HIFK U18,Jr. B SM-sarja,24469,5,10,29,18,29,0.0,15,,,,,,,,,,,,,,,,
0,20142015,HIFK U20,Jr. A SM-liiga,24480,1,1,0,17,0,-3.0,2,,,,,,,,,,,,,,,,
0,20142015,Finland U17,WHC-17,60581,2,3,4,6,4,0.0,5,,,,,,,,,,,,,,,,
0,20152016,Frölunda HC,Champions HL,232,0,0,0,3,0,0.0,0,,,,,,,,,,,,,,,,
0,20152016,Frölunda HC,SHL,919,1,1,0,19,0,3.0,2,,,,,,,,,,,,,,,,
0,20152016,Frölunda HC J20,J20 Nationell,5919,19,15,0,37,0,14.0,34,,,,,,,,,,,,,,,,
0,20152016,Finland U18,WJC-18,17093,4,2,6,7,6,8.0,6,,,,,,,,,,,,,,,,
0,20152016,Finland U17,WHC-17,61280,4,4,4,5,4,,8,,,,,,,,,,,,,,,,
0,20152016,Finland U18,Hlinka Gretzky Cup,158280,0,0,0,5,0,1.0,0,,,,,,,,,,,,,,,,
0,20162017,Frölunda HC,Champions HL,232,1,2,0,6,0,3.0,3,,,,,,,,,,,,,,,,
0,20162017,Frölunda HC,SHL,919,5,1,2,26,2,-1.0,6,,,,,,,,,,,,,,,,
0,20162017,Frölunda HC J20,J20 Nationell,5919,0,4,14,10,14,-7.0,4,,,,,,,,,,,,,,,,
0,20162017,HPK,Liiga,6589,0,1,0,9,0,-1.0,1,,,,,,,,,,,,,,,,
0,20162017,Finland U18,WJC-18,17093,7,6,8,7,8,5.0,13,,,,,,,,,,,,,,,,
0,20162017,Finland U20,WJC-20,17116,1,1,0,6,0,-4.0,2,,,,,,,,,,,,,,,,
0,20172018,Kärpät,Liiga,919,1,3,0,5,0,1.0,4,,,,,,,,,,,,,,,,
0,20172018,HPK,Liiga,6589,20,19,6,44,6,0.0,39,,,,,,,,,,,,,,,,
0,20172018,Finland U20,WJC-20,17116,4,2,2,5,2,6.0,6,,,,,,,,,,,,,,,,
0,20182019,Winnipeg Jets,National Hockey League,1,1,0,0,5,0,0.0,1,34:12,1.0,1.0,0.0,0.0,00:18,33:54,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,50.0
0,20182019,Jokerit,KHL,854,11,6,0,31,0,3.0,17,,,,,,,,,,,,,,,,
0,20182019,Manitoba Moose,AHL,877,9,4,10,22,10,-1.0,13,,,,,,,,,,,,,,,,
0,20192020,Manitoba Moose,AHL,877,18,12,10,60,10,-16.0,30,,,,,,,,,,,,,,,,
0,20202021,Winnipeg Jets,National Hockey League,1,1,0,0,12,0,0.0,1,104:13,5.0,8.0,0.0,0.0,00:16,103:45,0.0,0.0,0.0,0.0,0.0,0.0,00:12,5.0,150.0
0,20202021,Manitoba Moose,AHL,877,4,1,0,6,0,-2.0,5,,,,,,,,,,,,,,,,
0,20202021,HPK,Liiga,6589,4,4,4,10,4,0.0,8,,,,,,,,,,,,,,,,
0,20212022,Winnipeg Jets,National Hockey League,1,1,2,6,53,6,-8.0,3,459:32,43.0,72.0,0.0,0.0,03:37,455:31,0.0,4.7,0.0,0.0,0.0,0.0,00:24,14.0,663.0
0,20212022,Manitoba Moose,AHL,877,3,3,6,17,6,-3.0,6,,,,,,,,,,,,,,,,
