,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Airdrie Xtreme Bantam AAA,AMBHL,54198,14,3,8,32,8,17,,,,,,,,,,,,,,,,,
0,20142015,Airdrie Xtreme Bantam AAA,AMBHL,54198,11,9,8,32,8,20,,,,,,,,,,,,,,,,,
0,20142015,AC Avalanche Minor Midget AAA,AMMHL,92574,1,0,2,4,2,1,,,,,,,,,,,,,,,,,
0,20152016,Edge School U16 Prep,CSSHL U16,161704,10,4,10,13,10,14,,,,,,,,,,,,,,,,,
0,20162017,Okotoks Oilers,AJHL,22302,15,7,12,54,12,22,,,,,,,,,,,,,,,,,
0,20172018,Okotoks Oilers,AJHL,22302,21,20,34,49,34,41,,,,,,,,,,,,,,,,,
0,20172018,Canada West U19,WJAC-19,87372,2,1,2,5,2,3,,,,,,,,,,,,,,,,,
0,20182019,Univ. of North Dakota,NCAA,11930,12,5,6,36,6,17,-3.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of North Dakota,NCAA,11930,18,7,12,32,12,25,21.0,,,,,,,,,,,,,,,,
0,20192020,Canada U20,WJC-20,17216,0,1,6,7,6,1,-1.0,,,,,,,,,,,,,,,,
0,20202021,Ottawa Senators,National Hockey League,1,0,0,0,5,0,0,2.0,68:18,6.0,3.0,0.0,0.0,00:00,66:26,0.0,0.0,0.0,0.0,0.0,0.0,01:52,5.0,90.0
0,20202021,Univ. of North Dakota,NCAA,11930,15,3,20,27,20,18,17.0,,,,,,,,,,,,,,,,
0,20202021,Canada,WC,17155,0,0,0,10,0,0,-5.0,,,,,,,,,,,,,,,,
0,20212022,Ottawa Senators,National Hockey League,1,1,0,4,8,4,1,1.0,118:09,6.0,4.0,0.0,0.0,00:07,117:11,0.0,0.0,0.0,0.0,0.0,0.0,00:51,3.0,150.0
0,20212022,Belleville Senators,AHL,227817,7,2,22,58,22,9,11.0,,,,,,,,,,,,,,,,
