,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Biel-Bienne II U15,Mini B,10085984,1,1,0,1,0,0.0,2,,,,,,,,,,,,,,,,
0,20082009,Biel-Bienne U15,Top Mini,79752,7,8,8,14,8,0.0,15,,,,,,,,,,,,,,,,
0,20092010,Biel U17,Swiss-U17,1,0,0,0,1,0,,0,,,,,,,,,,,,,,,,
0,20102011,Biel U17,Swiss-U17,1,11,19,8,28,8,,30,,,,,,,,,,,,,,,,
0,20112012,Biel U17,Swiss-U17,1,5,4,12,7,12,,9,,,,,,,,,,,,,,,,
0,20112012,Biel Jr.,Swiss-Jr.,2,19,19,12,32,12,,38,,,,,,,,,,,,,,,,
0,20122013,Biel Jr.,Swiss-Jr.,1,23,30,36,34,36,,53,,,,,,,,,,,,,,,,
0,20122013,Biel,Swiss,2,1,1,0,11,0,,2,,,,,,,,,,,,,,,,
0,20132014,Halifax,QMJHL,1,55,49,51,63,51,65.0,104,287.0,13.0,17.1,7.0,7.0,,,,,,,,,,,
0,20142015,Halifax,QMJHL,1,64,37,67,51,67,26.0,101,248.0,8.0,14.9,4.0,5.0,,,,,,,,,,,
0,20142015,Denmark,WJC-A,2,3,1,2,5,2,-3.0,4,15.0,1.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Winnipeg Jets,National Hockey League,1,23,15,21,72,21,3.0,38,167.0,4.0,8.98,0.0,0.0,1159:16,29.0,11.0,166:12,991:55,0.0,0.0,0.0,01:09,25.0,1531.0
0,20152016,Denmark,WC,17275,2,4,4,8,4,-3.0,6,,,,,,,,,,,,,,,,
0,20162017,Winnipeg Jets,National Hockey League,1,39,25,38,82,38,1.0,64,204.0,5.0,12.25,4.0,0.0,1433:52,43.0,12.0,213:54,1218:29,0.0,0.0,0.0,01:29,28.0,1845.0
0,20162017,Denmark,OGQ,17025,1,1,0,3,0,-2.0,2,,,,,,,,,,,,,,,,
0,20162017,Denmark,WC,17275,4,0,18,7,18,2.0,4,,,,,,,,,,,,,,,,
0,20172018,Winnipeg Jets,National Hockey League,1,31,29,26,82,26,14.0,60,231.0,7.0,12.55,7.0,0.0,1318:36,39.0,13.0,166:43,1150:34,55.56,0.0,0.0,01:19,27.0,1718.0
0,20182019,Winnipeg Jets,National Hockey League,1,16,21,15,62,15,2.0,37,158.0,2.0,13.29,4.0,0.0,977:12,27.0,7.0,81:34,895:16,50.0,0.0,0.0,00:22,16.0,1190.0
0,20192020,Winnipeg Jets,National Hockey League,1,33,25,30,71,30,14.0,58,203.0,3.0,12.3,5.0,1.0,1173:10,36.0,5.0,94:26,1076:45,0.0,0.0,1.0,01:59,28.0,1519.0
0,20202021,Winnipeg Jets,National Hockey League,1,25,21,15,47,15,15.0,46,148.0,6.0,14.2,5.0,0.0,795:14,26.0,13.0,78:44,715:54,100.0,2.0,0.0,00:36,12.0,966.0
0,20212022,Winnipeg Jets,National Hockey League,1,27,28,20,62,20,18.0,55,245.0,4.0,11.4,2.0,0.0,1120:21,32.0,9.0,138:34,980:49,66.67,1.0,0.0,00:58,27.0,1329.0
0,20212022,Denmark,OGQ,17025,4,5,2,3,2,5.0,9,,,,,,,,,,,,,,,,
0,20212022,Denmark,WC,17275,6,1,2,7,2,0.0,7,,,,,,,,,,,,,,,,
