,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,TPS U16,Jr. C SM-sarja Q,10154148,8,7,2,6,2,0.0,15,,,,,,,,,,,,,,,,
0,20102011,TPS U18,Fin-U18,1,15,23,43,28,43,,38,,,,,,,,,,,,,,,,
0,20102011,TPS Jr.,Fin-Jr.,2,1,0,0,2,0,,1,,,,,,,,,,,,,,,,
0,20112012,TPS U18,Fin-U18,1,6,4,0,3,0,,10,,,,,,,,,,,,,,,,
0,20112012,TPS Jr.,Fin-Jr.,2,26,28,54,40,54,,54,,,,,,,,,,,,,,,,
0,20112012,TPS ,Finland,3,2,2,8,18,8,,4,,,,,,,,,,,,,,,,
0,20122013,KalPa,Finland,1,16,14,12,45,12,,30,,,,,,,,,,,,,,,,
0,20122013,Finland,WJ18-A,2,6,3,12,7,12,2.0,9,31.0,0.0,9.68,0.0,0.0,,,,,,,,,,,
0,20132014,KalPa,Finland,1,13,7,4,33,4,,20,,,,,,,,,,,,,,,,
0,20132014,Finland,WJC-A,2,2,2,2,6,2,7.0,4,14.0,2.0,,1.0,0.0,,,,,,,,,,,
0,20142015,Frolunda,Sweden,1,8,8,12,47,12,,16,,,,,,,,,,,,,,,,
0,20142015,Finland,WJC-A,2,0,1,6,5,6,-1.0,1,20.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Frolunda,Sweden,1,17,16,12,49,12,,33,,,,,,,,,,,,,,,,
0,20152016,Frölunda HC,Champions HL,232,7,5,4,13,4,11.0,12,,,,,,,,,,,,,,,,
0,20152016,Frölunda HC,SHL,919,17,16,12,49,12,6.0,33,,,,,,,,,,,,,,,,
0,20152016,Finland,EHT,68516,0,0,2,5,2,0.0,0,,,,,,,,,,,,,,,,
0,20162017,Montréal Canadiens,National Hockey League,1,10,18,8,73,8,-1.0,28,158.0,2.0,11.39,3.0,1.0,1011:42,72.0,4.0,67:22,911:28,50.0,0.0,1.0,32:52,25.0,1488.0
0,20162017,Frölunda HC,Champions HL,232,0,1,0,4,0,3.0,1,,,,,,,,,,,,,,,,
0,20172018,Montréal Canadiens,National Hockey League,1,9,12,20,66,20,-11.0,21,164.0,3.0,7.32,3.0,1.0,1088:08,71.0,4.0,127:46,859:15,36.67,0.0,1.0,101:07,23.0,1452.0
0,20182019,Montréal Canadiens,National Hockey League,1,20,11,32,82,32,10.0,31,176.0,0.0,6.25,4.0,0.0,1275:43,120.0,0.0,44:48,1045:06,26.32,0.0,0.0,185:49,39.0,1780.0
0,20192020,Montréal Canadiens,National Hockey League,1,14,13,24,70,24,2.0,27,140.0,0.0,9.3,1.0,1.0,1079:57,120.0,0.0,12:40,898:07,46.15,0.0,1.0,169:10,38.0,1522.0
0,20202021,Montréal Canadiens,National Hockey League,1,6,7,6,47,6,-2.0,13,78.0,0.0,9.0,0.0,2.0,630:55,85.0,0.0,04:39,531:07,38.46,0.0,3.0,95:09,23.0,914.0
0,20212022,Montréal Canadiens,National Hockey League,1,16,13,14,58,14,0.0,29,110.0,1.0,11.8,1.0,2.0,854:07,60.0,1.0,39:21,689:28,34.78,0.0,2.0,125:18,26.0,1214.0
0,20212022,Colorado Avalanche,National Hockey League,2,3,6,8,16,8,1.0,9,45.0,1.0,13.3,1.0,0.0,263:02,22.0,2.0,36:11,212:26,0.0,0.0,0.0,14:25,13.0,347.0
