,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Lakeville North High,USHS-MN,99422,12,2,6,25,6,0.0,14,,,,,,,,,,,,,,,,
0,20092010,Lakeville North,High-MN,1,18,11,20,30,20,,29,,,,,,,,,,,,,,,,
0,20102011,USNTDP,USHL,1,5,1,14,36,14,-14.0,6,1.0,0.0,0.0,,,,,,,,,,,,,
0,20102011,USNTDP,U-17,2,9,4,10,17,10,,13,,,,,,,,,,,,,,,,
0,20112012,USNTDP,USHL,1,9,3,12,24,12,,12,,,,,,,,,,,,,,,,
0,20112012,USNTDP,U-18,2,10,1,24,36,24,,11,,,,,,,,,,,,,,,,
0,20112012,U.S.A.,WJ18-A,3,1,0,4,6,4,10.0,1,0.0,0.0,0.0,,,,,,,,,,,,,
0,20122013,U. of Minnesota,WCHA,1,2,1,14,36,14,,3,1.0,0.0,0.0,,,,,,,,,,,,,
0,20132014,U. of Minnesota,Big Ten,1,8,6,30,40,30,,14,0.0,0.0,0.0,,,,,,,,,,,,,
0,20132014,U.S.A.,WJC-A,2,1,0,0,5,0,5.0,1,0.0,0.0,0.0,4.0,,,,,,,,,,,,
0,20142015,U. of Minnesota,Big Ten,1,9,1,32,33,32,,10,0.0,0.0,0.0,,,,,,,,,,,,,
0,20142015,Hartford,AHL,2,0,0,0,8,0,2.0,0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,
0,20152016,New York Rangers,National Hockey League,1,0,0,4,7,4,1.0,0,0.0,0.0,0.0,6.0,0.0,124:08,11.0,0.0,01:59,104:43,0.0,0.0,0.0,17:26,11.0,179.0
0,20152016,Hartford,AHL,2,24,4,36,68,36,-6.0,28,0.0,1.0,0.0,103.0,3.9,,,,,,,,,,,
0,20152016,U.S.A.,WC-A,3,0,1,2,10,2,2.0,1,0.0,0.0,0.0,10.0,10.0,,,,,,,,,,,
0,20152016,Hartford Wolf Pack,AHL,847,24,4,36,68,36,-6.0,28,,,,,,,,,,,,,,,,
0,20152016,USA,WC,17215,0,1,2,10,2,-3.0,1,,,,,,,,,,,,,,,,
0,20162017,New York Rangers,National Hockey League,1,34,5,42,80,42,11.0,39,0.0,0.0,0.0,127.0,3.94,1397:01,147.0,7.0,110:52,1262:38,0.0,0.0,0.0,23:31,69.0,1885.0
0,20162017,USA,WC,17215,1,0,0,3,0,3.0,1,,,,,,,,,,,,,,,,
0,20172018,New York Rangers,National Hockey League,1,21,4,39,82,39,-27.0,25,0.0,1.0,1.0,153.0,2.61,1724:03,127.0,6.0,98:38,1500:30,0.0,0.0,1.0,124:55,119.0,2263.0
0,20182019,New York Rangers,National Hockey League,1,17,8,44,78,44,-4.0,25,0.0,1.0,0.0,126.0,6.35,1656:16,178.0,0.0,18:48,1463:38,100.0,1.0,1.0,173:50,119.0,2141.0
0,20182019,USA,WC,17215,0,2,2,8,2,5.0,2,,,,,,,,,,,,,,,,
0,20192020,New York Rangers,National Hockey League,1,15,8,41,60,41,-6.0,23,0.0,1.0,0.0,124.0,6.5,1240:30,99.0,0.0,07:13,1081:29,0.0,0.0,2.0,151:48,91.0,1581.0
0,20192020,Carolina Hurricanes,National Hockey League,2,1,0,4,7,4,-4.0,1,0.0,0.0,0.0,15.0,0.0,145:47,4.0,0.0,00:37,125:54,0.0,0.0,0.0,19:16,5.0,187.0
0,20202021,Carolina Hurricanes,National Hockey League,1,7,3,30,52,30,6.0,10,0.0,1.0,0.0,104.0,2.9,1078:05,66.0,0.0,03:00,935:46,0.0,0.0,1.0,139:19,62.0,1254.0
0,20212022,Carolina Hurricanes,National Hockey League,1,30,9,48,82,48,22.0,39,0.0,0.0,0.0,184.0,4.9,1733:40,95.0,0.0,10:07,1519:56,0.0,0.0,0.0,203:37,73.0,2116.0
