,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Brynäs IF J18,J18 Allsvenskan,6229,7,1,30,17,30,12.0,8,,,,,,,,,,,,,,,,
0,20122013,Gästrikland,TV-Pucken,10966,1,3,22,8,22,9.0,4,,,,,,,,,,,,,,,,
0,20122013,Brynäs IF U16,U16 SM,43847,5,1,34,6,34,,6,,,,,,,,,,,,,,,,
0,20132014,Brynas U18,Swe-U18,1,18,14,96,34,96,,32,,,,,,,,,,,,,,,,
0,20132014,Brynas Jr.,Swe-Jr.,2,1,1,10,5,10,,2,,,,,,,,,,,,,,,,
0,20142015,Brynas U18,Swe-U18,1,6,8,33,9,33,,14,,,,,,,,,,,,,,,,
0,20142015,Brynas Jr.,Swe-Jr.,2,12,6,60,42,60,,18,,,,,,,,,,,,,,,,
0,20142015,Brynas,Sweden,3,1,0,2,16,2,,1,,,,,,,,,,,,,,,,
0,20152016,Brynas Jr.,Swe-Jr.,1,10,1,53,15,53,,11,,,,,,,,,,,,,,,,
0,20152016,Brynas,Sweden,2,5,4,8,35,8,,9,,,,,,,,,,,,,,,,
0,20152016,Brynäs IF,SHL,819,5,4,8,35,8,-4.0,9,,,,,,,,,,,,,,,,
0,20152016,Brynäs IF J20,J20 Nationell,5789,10,1,53,15,53,11.0,11,,,,,,,,,,,,,,,,
0,20162017,Brynäs IF,SHL,819,8,3,16,41,16,5.0,11,,,,,,,,,,,,,,,,
0,20162017,Sweden U20,WJC-20,8596,2,1,4,7,4,9.0,3,,,,,,,,,,,,,,,,
0,20172018,Brynäs IF,Champions HL,132,4,1,4,8,4,7.0,5,,,,,,,,,,,,,,,,
0,20172018,Brynäs IF,SHL,819,10,7,28,44,28,-9.0,17,,,,,,,,,,,,,,,,
0,20182019,Rockford IceHogs,AHL,8267,24,9,34,69,34,-5.0,33,,,,,,,,,,,,,,,,
0,20192020,Chicago Blackhawks,National Hockey League,1,1,0,0,6,0,3.0,1,84:50,3.0,11.0,0.0,0.0,01:35,81:31,0.0,0.0,0.0,0.0,0.0,0.0,01:44,6.0,108.0
0,20192020,Rockford IceHogs,AHL,8267,21,5,26,48,26,3.0,26,,,,,,,,,,,,,,,,
0,20202021,Chicago Blackhawks,National Hockey League,1,1,0,2,12,2,1.0,1,156:44,10.0,6.0,0.0,0.0,00:04,146:09,0.0,0.0,0.0,0.0,0.0,0.0,10:31,3.0,212.0
0,20202021,Syracuse Crunch,AHL,1057,7,2,8,11,8,12.0,9,,,,,,,,,,,,,,,,
0,20202021,Rockford IceHogs,AHL,8267,2,1,4,7,4,-2.0,3,,,,,,,,,,,,,,,,
0,20212022,Florida Panthers,National Hockey League,1,6,3,10,40,10,3.0,9,508:27,41.0,39.0,0.0,0.0,03:11,500:19,0.0,7.3,0.0,0.0,0.0,0.0,04:57,29.0,732.0
0,20212022,Charlotte Checkers,AHL,2357,5,1,8,8,8,9.0,6,,,,,,,,,,,,,,,,
