,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Jokerit U16,Jr. C SM-sarja Q,10153658,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20122013,Jokerit U16,Jr. C SM-sarja Q,10153658,7,1,0,9,0,0.0,8,,,,,,,,,,,,,,,,
0,20132014,HIFK U18,Fin-U18,1,12,8,6,30,6,,20,,,,,,,,,,,,,,,,
0,20132014,HJK U18,Fin-U18,2,0,0,0,1,0,,0,,,,,,,,,,,,,,,,
0,20142015,HIFK U18,Fin-U18,1,25,12,4,21,4,,37,,,,,,,,,,,,,,,,
0,20152016,HIFK Jr.,Fin-Jr.,1,26,29,20,40,20,,55,,,,,,,,,,,,,,,,
0,20152016,HIFK U20,U20 SM-sarja,25390,26,29,20,40,20,23.0,55,,,,,,,,,,,,,,,,
0,20162017,Finland U20,WJC-20,17116,0,0,2,6,2,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,Univ. of Denver,NCAA,20900,21,22,16,37,16,23.0,43,,,,,,,,,,,,,,,,
0,20172018,Florida Panthers,National Hockey League,1,0,1,0,4,0,-1.0,1,50:38,6.0,1.0,0.0,0.0,05:21,45:17,40.54,16.67,0.0,0.0,0.0,0.0,00:00,1.0,72.0
0,20172018,Univ. of Denver,NCAA,20900,29,23,18,40,18,13.0,52,,,,,,,,,,,,,,,,
0,20182019,Florida Panthers,National Hockey League,1,10,8,4,50,4,-14.0,18,600:09,54.0,11.0,3.0,7.0,55:37,543:30,40.74,14.81,0.0,0.0,0.0,0.0,01:02,12.0,852.0
0,20182019,Springfield Thunderbirds,AHL,39667,17,5,8,24,8,4.0,22,,,,,,,,,,,,,,,,
0,20192020,Florida Panthers,National Hockey League,1,0,0,2,4,2,-2.0,0,49:32,3.0,1.0,0.0,0.0,06:03,42:44,48.15,0.0,0.0,0.0,0.0,0.0,00:45,0.0,69.0
0,20192020,Springfield Thunderbirds,AHL,39667,12,11,10,49,10,2.0,23,,,,,,,,,,,,,,,,
0,20202021,HIFK,Liiga,869,10,11,8,30,8,12.0,21,,,,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,3,4,22,52,22,-14.0,7,546:59,41.0,26.0,0.0,1.0,33:15,510:07,40.2,9.8,0.0,0.0,0.0,0.0,03:37,19.0,799.0
