,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Luleå HF J18,J18 Allsvenskan,5934,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20132014,Luleå HF U16,U16 SM,43381,1,2,0,3,0,,3,,,,,,,,,,,,,,,,
0,20142015,Luleå HF J20,SuperElit,4643,0,1,0,3,0,-3.0,1,,,,,,,,,,,,,,,,
0,20142015,Luleå HF J18,J18 Allsvenskan,5934,9,5,4,18,4,-4.0,14,,,,,,,,,,,,,,,,
0,20142015,Luleå HF U16,U16 SM,43381,4,0,4,6,4,,4,,,,,,,,,,,,,,,,
0,20152016,Luleå HF,SHL,869,0,0,0,4,0,-1.0,0,,,,,,,,,,,,,,,,
0,20152016,Luleå HF J20,J20 Nationell,5849,13,4,12,34,12,-1.0,17,,,,,,,,,,,,,,,,
0,20152016,Luleå HF J18,J18 Allsvenskan,6289,2,1,0,2,0,1.0,3,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,WJC-18,8573,0,0,0,7,0,-1.0,0,,,,,,,,,,,,,,,,
0,20152016,Sweden U17,WHC-17,61300,2,0,0,6,0,,2,,,,,,,,,,,,,,,,
0,20162017,Luleå HF,Champions HL,182,0,0,0,4,0,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,Luleå HF,SHL,869,3,3,0,45,0,-5.0,6,,,,,,,,,,,,,,,,
0,20162017,Luleå HF J20,J20 Nationell,5849,4,3,4,10,4,3.0,7,,,,,,,,,,,,,,,,
0,20162017,Sweden U18,WJC-18,8573,4,1,2,7,2,0.0,5,,,,,,,,,,,,,,,,
0,20162017,Sweden U18,Hlinka Gretzky Cup,158290,2,0,2,5,2,-2.0,2,,,,,,,,,,,,,,,,
0,20172018,Luleå HF,SHL,869,9,6,14,42,14,7.0,15,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,0,2,2,7,2,4.0,2,,,,,,,,,,,,,,,,
0,20172018,Sweden,EHT,89816,0,0,0,2,0,0.0,0,,,,,,,,,,,,,,,,
0,20182019,Anaheim Ducks,National Hockey League,1,2,0,2,15,2,-1.0,2,195:26,13.0,4.0,0.0,0.0,05:53,177:38,32.81,0.0,0.0,0.0,0.0,0.0,11:55,5.0,277.0
0,20182019,Luleå HF,SHL,869,7,2,2,17,2,5.0,9,,,,,,,,,,,,,,,,
0,20182019,Sweden U20,WJC-20,8596,3,1,4,5,4,2.0,4,,,,,,,,,,,,,,,,
0,20182019,San Diego Gulls,AHL,85177,6,0,2,12,2,-6.0,6,,,,,,,,,,,,,,,,
0,20182019,Sweden,EHT,89816,0,2,0,2,0,3.0,2,,,,,,,,,,,,,,,,
0,20192020,Anaheim Ducks,National Hockey League,1,4,0,0,15,0,-2.0,4,208:39,10.0,5.0,0.0,1.0,23:46,181:06,46.76,0.0,0.0,0.0,0.0,0.0,03:47,8.0,291.0
0,20192020,San Diego Gulls,AHL,85177,15,6,4,43,4,-6.0,21,,,,,,,,,,,,,,,,
0,20202021,Anaheim Ducks,National Hockey League,1,3,6,14,41,14,-9.0,9,624:57,52.0,16.0,0.0,0.0,11:28,550:30,47.49,11.5,0.0,0.0,0.0,0.0,62:59,19.0,869.0
0,20202021,Timrå IK,HockeyAllsvenskan,1340,6,5,6,12,6,7.0,11,,,,,,,,,,,,,,,,
0,20202021,Sweden,WC,6815,1,1,0,7,0,1.0,2,,,,,,,,,,,,,,,,
0,20212022,Anaheim Ducks,National Hockey League,1,13,16,8,80,8,-3.0,29,1238:51,83.0,38.0,0.0,0.0,35:32,1051:11,44.48,19.3,3.0,0.0,4.0,4.0,152:08,55.0,1745.0
