,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Shattuck St. Mary's Bantam T1,Bantam,91025,64,46,20,58,20,0.0,110,,,,,,,,,,,,,,,,
0,20122013,Shattuck St. Mary's U16,Midget,107221,31,14,22,47,22,0.0,45,,,,,,,,,,,,,,,,
0,20132014,Shat.-St. Mary's,High-MN,1,25,9,32,53,32,,34,,,,,,,,,,,,,,,,
0,20142015,Waterloo,USHL,1,9,7,29,47,29,-5.0,16,55.0,2.0,12.7,1.0,0.0,,,,,,,,,,,
0,20152016,Muskegon,USHL,1,43,46,74,56,74,6.0,89,173.0,9.0,26.6,8.0,1.0,,,,,,,,,,,
0,20152016,Muskegon Lumberjacks,USHL,6276,43,46,74,56,74,6.0,89,,,,,,,,,,,,,,,,
0,20152016,USA U19,WJAC-19,87412,2,2,2,5,2,,4,,,,,,,,,,,,,,,,
0,20162017,Univ. of Minnesota,NCAA,8320,18,14,22,36,22,12.0,32,,,,,,,,,,,,,,,,
0,20172018,Univ. of Minnesota,NCAA,8320,19,12,32,38,32,2.0,31,,,,,,,,,,,,,,,,
0,20182019,Nashville Predators,National Hockey League,1,0,0,2,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,09:43,0.0,0.0,00:00,09:43,0.0,0.0,0.0,00:00,0.0,14.0
0,20182019,Univ. of Minnesota,NCAA,8320,24,21,30,38,30,4.0,45,,,,,,,,,,,,,,,,
0,20192020,Milwaukee Admirals,AHL,1017,16,20,40,63,40,8.0,36,,,,,,,,,,,,,,,,
0,20202021,Nashville Predators,National Hockey League,1,2,0,4,10,4,3.0,2,11.0,0.0,0.0,0.0,0.0,113:02,8.0,0.0,08:23,104:39,41.67,0.0,0.0,00:00,1.0,150.0
0,20202021,Chicago Wolves,AHL,957,2,8,4,8,4,8.0,10,,,,,,,,,,,,,,,,
0,20212022,Minnesota Wild,National Hockey League,1,5,6,12,20,12,1.0,11,13.0,0.0,46.2,1.0,0.0,193:58,7.0,0.0,03:12,190:34,75.0,0.0,0.0,00:12,5.0,245.0
0,20212022,Montréal Canadiens,National Hockey League,2,17,9,12,46,12,-9.0,26,52.0,0.0,17.3,0.0,1.0,794:54,18.0,1.0,90:32,656:39,43.86,0.0,1.0,47:43,23.0,953.0
