,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Minnesota Blades,Brick Invitational,128786,0,0,2.0,5,2,0,,,,,,,,,,,,,,,,,
0,20142015,Hermantown High,USHS-MN,70932,0,1,0.0,11,0,1,0.0,,,,,,,,,,,,,,,,
0,20152016,Hermantown High,USHS-MN,70948,13,5,6.0,23,6,18,,,,,,,,,,,,,,,,,
0,20152016,Team Kowalski's,UMHSEHL,97808,2,0,2.0,10,2,2,,,,,,,,,,,,,,,,,
0,20152016,B16 - Blue (Final 54),MNHP-16,282994,0,0,,3,,0,,,,,,,,,,,,,,,,,
0,20162017,Waterloo Black Hawks,USHL,9996,1,1,0.0,6,0,2,2.0,,,,,,,,,,,,,,,,
0,20162017,Hermantown High,USHS-MN,70948,18,10,43.0,25,43,28,,,,,,,,,,,,,,,,,
0,20162017,Team Kowalski's,UMHSEHL,97808,7,5,14.0,18,14,12,,,,,,,,,,,,,,,,,
0,20162017,Team White,USA-S17,177565,2,0,,5,,2,,,,,,,,,,,,,,,,,
0,20162017,B17 - Blue (Final 54),MNHP-17,283065,3,1,,3,,4,,,,,,,,,,,,,,,,,
0,20172018,USA U20,WJC-20,17276,3,1,8.0,7,8,4,10.0,,,,,,,,,,,,,,,,
0,20172018,Univ. of Minnesota-Duluth,NCAA,18500,12,1,43.0,42,43,13,5.0,,,,,,,,,,,,,,,,
0,20182019,USA U20,WJC-20,17276,2,0,4.0,7,4,2,3.0,,,,,,,,,,,,,,,,
0,20182019,Univ. of Minnesota-Duluth,NCAA,18500,12,7,35.0,39,35,19,22.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of Minnesota-Duluth,NCAA,18500,20,1,18.0,28,18,21,17.0,,,,,,,,,,,,,,,,
0,20202021,Manitoba Moose,AHL,877,6,1,15.0,32,15,7,4.0,,,,,,,,,,,,,,,,
0,20212022,Winnipeg Jets,National Hockey League,1,5,0,4.0,15,4,5,3.0,222:48,14.0,21.0,0.0,0.0,00:23,211:29,0.0,0.0,0.0,0.0,0.0,0.0,10:56,19.0,291.0
0,20212022,Manitoba Moose,AHL,877,12,0,26.0,32,26,12,10.0,,,,,,,,,,,,,,,,
