,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Amurskie Tigry Khabarovsk,MHL,84952,0,0,0,3,0,1,0,,,,,,,,,,,,,,,,
0,20122013,Russia U18,WJC-18,17523,0,2,2,7,2,4,2,,,,,,,,,,,,,,,,
0,20122013,Amurskie Tigry Khabarovsk,MHL,84952,2,2,26,59,26,-5,4,,,,,,,,,,,,,,,,
0,20132014,Amurskie Tigry Khabarovsk,MHL,84952,1,1,28,14,28,-2,2,,,,,,,,,,,,,,,,
0,20142015,Amur Khabarovsk,KHL,2294,1,0,6,7,6,-2,1,,,,,,,,,,,,,,,,
0,20142015,Amurskie Tigry Khabarovsk,MHL,84952,10,1,70,39,70,-7,11,,,,,,,,,,,,,,,,
0,20152016,Amur Khabarovsk,KHL,2294,5,2,53,55,53,2,7,,,,,,,,,,,,,,,,
0,20152016,Amurskie Tigry Khabarovsk,MHL,84952,0,1,8,4,8,2,1,,,,,,,,,,,,,,,,
0,20162017,Amur Khabarovsk,KHL,2294,7,2,11,34,11,-2,9,,,,,,,,,,,,,,,,
0,20162017,SKA St. Petersburg,KHL,2434,1,0,2,18,2,3,1,,,,,,,,,,,,,,,,
0,20162017,Russia,WC,17485,2,0,10,10,10,6,2,,,,,,,,,,,,,,,,
0,20162017,Russia,EHT,64546,1,0,2,6,2,1,1,,,,,,,,,,,,,,,,
0,20172018,SKA St. Petersburg,KHL,2434,5,0,12,36,12,11,5,,,,,,,,,,,,,,,,
0,20172018,Russia,OG,17252,4,0,0,6,0,3,4,,,,,,,,,,,,,,,,
0,20172018,Russia,EHT,64546,1,0,0,5,0,-1,1,,,,,,,,,,,,,,,,
0,20182019,SKA St. Petersburg,KHL,2434,7,2,18,49,18,23,9,,,,,,,,,,,,,,,,
0,20182019,Russia,WC,17485,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
0,20182019,Russia,EHT,64546,0,0,2,8,2,0,0,,,,,,,,,,,,,,,,
0,20192020,SKA St. Petersburg,KHL,2434,9,13,22,57,22,35,22,,,,,,,,,,,,,,,,
0,20192020,Russia,EHT,64546,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,
0,20202021,Ottawa Senators,National Hockey League,1,11,3,26,47,26,4,14,863:58,39.0,89.0,0.0,0.0,03:12,759:48,0.0,7.7,1.0,0.0,0.0,0.0,100:58,70.0,1112.0
0,20202021,Russia,WC,17485,1,0,4,6,4,8,1,,,,,,,,,,,,,,,,
0,20212022,Ottawa Senators,National Hockey League,1,16,6,60,81,60,1,22,1704:14,92.0,155.0,0.0,0.0,21:30,1531:58,0.0,6.5,0.0,0.0,0.0,0.0,150:46,124.0,2042.0
