,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Brampton 45's U16 AAA,SCTA U16,143972,6,9,16,38,16,15,
0,20132014,Pickering Panthers,OJHL,16590,1,0,6,44,6,1,
0,20142015,Hamilton Red Wings,OJHL,11980,6,1,35,7,35,7,
0,20142015,Pickering Panthers,OJHL,16590,12,4,36,28,36,16,
0,20152016,Markham Royals,OJHL,54700,22,10,32,52,32,32,
0,20162017,Markham Royals,OJHL,54700,39,26,58,54,58,65,
0,20172018,Markham Royals,OJHL,54700,47,35,60,54,60,82,
0,20182019,UMass-Lowell,NCAA,10940,5,4,35,34,35,9,-1.0
0,20192020,UMass-Lowell,NCAA,10940,6,4,14,34,14,10,-3.0
0,20202021,UMass-Lowell,NCAA,10940,4,6,14,20,14,10,-7.0
0,20212022,UMass-Lowell,NCAA,10940,13,10,25,33,25,23,4.0
0,20212022,Laval Rocket,AHL,222817,1,0,2,7,2,1,-2.0
