,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Toronto Bulldogs,Brick Invitational,128766,1,7,2,6,2,8,
0,20142015,Team Ontario Selects U12,WSI U12,206746,4,6,2,9,2,10,
0,20172018,London Jr. Knights U16 AAA,ALLIANCE U16,161324,0,1,0,2,0,1,
0,20172018,Draftday Selects U15 2,WSI U15,238970,1,3,0,5,0,4,
0,20182019,Team ALLIANCE,OGC-16,154277,3,2,0,4,0,5,
0,20182019,London Jr. Knights U16 AAA,ALLIANCE U16,161324,21,42,14,33,14,63,
0,20192020,Oshawa Generals,OHL,9448,16,21,8,58,8,37,-21.0
0,20192020,Canada White U17,WHC-17,163790,0,2,4,6,4,2,
0,20202021,KOOVEE,Mestis,7327,0,0,0,1,0,0,0.0
0,20202021,Canada U18,WJC-18,17193,0,2,2,7,2,2,4.0
0,20202021,KOOVEE U20,U20 SM-sarja,27200,5,4,0,7,0,9,-1.0
0,20212022,Oshawa Generals,OHL,9448,34,27,16,65,16,61,-15.0
