,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Ässät U16,Jr. C I-divisioona Q,10154947,1,1,2,1,2,0.0,2,,,,,,,,,,,,,,,,
0,20082009,Assat U18,Fin-U18,1,1,3,2,8,2,,4,,,,,,,,,,,,,,,,
0,20092010,Assat U18,Fin-U18,1,9,7,31,9,31,,16,,,,,,,,,,,,,,,,
0,20092010,Assat Jr.,Fin-Jr.,2,6,15,32,27,32,,21,,,,,,,,,,,,,,,,
0,20102011,Suomi U20,Finland-2,1,3,0,6,4,6,,3,,,,,,,,,,,,,,,,
0,20102011,Assat,Finland,2,11,18,24,48,24,,29,,,,,,,,,,,,,,,,
0,20102011,Finland,WJ18-A,3,9,4,8,6,8,2.0,13,2.0,0.0,0.0,,,,,,,,,,,,,
0,20112012,Assat,Finland,1,20,18,64,54,64,,38,,,,,,,,,,,,,,,,
0,20112012,Finland,WJC-A,2,2,5,16,7,16,2.0,7,1.0,1.0,0.0,,,,,,,,,,,,,
0,20122013,Assat,Finland,1,14,19,32,47,32,,33,,,,,,,,,,,,,,,,
0,20122013,Finland,WJC-A,2,6,6,12,6,12,12.0,12,3.0,1.0,0.0,,,,,,,,,,,,,
0,20132014,Rochester,AHL,1,20,7,30,54,30,-6.0,27,0.0,1.0,0.0,110.0,6.4,,,,,,,,,,,
0,20142015,Buffalo Sabres,National Hockey League,1,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,14:47,4.0,0.0,00:00,14:47,0.0,0.0,0.0,00:00,0.0,19.0
0,20142015,Rochester,AHL,2,15,10,39,33,39,3.0,25,2.0,1.0,2.0,78.0,12.8,,,,,,,,,,,
0,20142015,St. John's,AHL,3,6,2,22,21,22,0.0,8,0.0,0.0,0.0,50.0,4.0,,,,,,,,,,,
0,20152016,Winnipeg Jets,National Hockey League,1,6,4,12,43,12,2.0,10,0.0,1.0,0.0,52.0,7.69,522:56,59.0,0.0,23:24,482:43,0.0,0.0,2.0,16:49,20.0,726.0
0,20152016,Manitoba,AHL,2,5,3,16,18,16,3.0,8,2.0,1.0,0.0,31.0,9.7,,,,,,,,,,,
0,20152016,Manitoba Moose,AHL,877,5,3,16,18,16,3.0,8,,,,,,,,,,,,,,,,
0,20162017,Winnipeg Jets,National Hockey League,1,9,10,20,57,20,-8.0,19,0.0,1.0,4.0,111.0,9.01,862:49,68.0,2.0,50:06,707:46,42.86,0.0,4.0,104:57,30.0,1226.0
0,20172018,Winnipeg Jets,National Hockey League,1,17,12,22,79,22,3.0,29,0.0,2.0,1.0,128.0,9.38,995:31,86.0,4.0,117:52,788:33,46.67,0.0,2.0,89:06,39.0,1421.0
0,20182019,Montréal Canadiens,National Hockey League,1,10,13,14,57,14,0.0,23,2.0,2.0,1.0,134.0,9.7,900:14,113.0,6.0,98:57,712:07,17.24,0.0,1.0,89:10,21.0,1213.0
0,20192020,Montréal Canadiens,National Hockey League,1,14,16,28,58,28,2.0,30,3.0,2.0,3.0,155.0,10.3,999:07,146.0,4.0,116:59,788:32,36.36,0.0,4.0,93:36,25.0,1314.0
0,20202021,Montréal Canadiens,National Hockey League,1,7,7,10,41,10,10.0,14,1.0,0.0,1.0,73.0,9.6,602:58,86.0,1.0,30:06,510:45,27.27,0.0,2.0,62:07,13.0,851.0
0,20212022,Montréal Canadiens,National Hockey League,1,8,6,14,60,14,-15.0,14,1.0,0.0,1.0,103.0,5.8,823:18,104.0,3.0,47:55,690:23,17.65,0.0,1.0,85:00,27.0,1151.0
0,20212022,Finland,WC,17055,3,5,8,10,8,9.0,8,,,,,,,,,,,,,,,,
