,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,St. Albert Sabres Bantam AAA,AMBHL,55208,9,3,22,30,22,0.0,12,,,,,,,,,,,,,,,,
0,20082009,St. Albert,Minor-AB,1,16,1,10,33,10,,17,,,,,,,,,,,,,,,,
0,20092010,St. Albert,Minor-AB,1,8,5,10,33,10,,13,,,,,,,,,,,,,,,,
0,20102011,Fort McMurray,AJHL,1,9,3,12,42,12,,12,1.0,2.0,0.0,,,,,,,,,,,,,
0,20112012,Fort McMurray,AJHL,1,33,9,65,53,65,,42,5.0,3.0,1.0,,,,,,,,,,,,,
0,20122013,Alaska,CCHA,1,13,4,23,33,23,,17,2.0,0.0,0.0,,,,,,,,,,,,,
0,20132014,Alaska,WCHA,1,19,7,16,37,16,,26,5.0,0.0,0.0,,,,,,,,,,,,,
0,20142015,Alaska,WCHA,1,17,6,16,34,16,,23,5.0,2.0,0.0,,,,,,,,,,,,,
0,20142015,Chicago,AHL,2,3,4,6,17,6,4.0,7,1.0,0.0,0.0,47.0,8.5,,,,,,,,,,,
0,20152016,St. Louis Blues,National Hockey League,1,24,9,29,79,29,28.0,33,3.0,3.0,0.0,165.0,5.45,1531:34,102.0,7.0,128:37,1325:31,0.0,0.0,0.0,77:26,122.0,2083.0
0,20162017,St. Louis Blues,National Hockey League,1,31,4,32,81,32,7.0,35,4.0,2.0,0.0,188.0,2.13,1716:58,80.0,10.0,141:48,1404:08,0.0,0.0,1.0,171:02,117.0,2365.0
0,20162017,Canada,WC,17155,4,3,0,6,0,2.0,7,,,,,,,,,,,,,,,,
0,20162017,Team North America,WCup,176776,3,0,2,3,2,3.0,3,,,,,,,,,,,,,,,,
0,20172018,St. Louis Blues,National Hockey League,1,29,6,13,82,13,-7.0,35,2.0,0.0,0.0,212.0,2.83,1854:23,120.0,9.0,159:03,1539:11,0.0,0.0,0.0,156:09,141.0,2212.0
0,20172018,Canada,WC,17155,4,4,6,10,6,8.0,8,,,,,,,,,,,,,,,,
0,20182019,St. Louis Blues,National Hockey League,1,18,10,15,80,15,20.0,28,4.0,3.0,0.0,176.0,5.68,1822:41,127.0,8.0,104:29,1605:16,0.0,1.0,1.0,112:56,157.0,2329.0
0,20192020,St. Louis Blues,National Hockey League,1,18,10,16,64,16,8.0,28,3.0,1.0,0.0,162.0,6.2,1472:09,87.0,5.0,49:31,1298:02,0.0,1.0,1.0,124:36,106.0,1799.0
0,20202021,St. Louis Blues,National Hockey League,1,10,2,14,32,14,-2.0,12,0.0,0.0,0.0,60.0,3.3,682:36,35.0,0.0,13:27,601:22,0.0,0.0,0.0,67:47,64.0,892.0
0,20212022,St. Louis Blues,National Hockey League,1,29,6,18,80,18,16.0,35,0.0,2.0,0.0,135.0,4.4,1884:58,72.0,1.0,22:17,1703:30,0.0,0.0,0.0,159:11,169.0,2522.0
