,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Belle Tire Bantam Minor AAA,T1EMBHL,168360,46,14,8,31,8,0.0,60,,,,,,,,,,,,,,,,
0,20102011,Belle Tire Bantam Major AAA,T1EBHL,122819,18,12,21,31,21,0.0,30,,,,,,,,,,,,,,,,
0,20112012,Det. B. Tire U16,T1EHL,1,39,14,14,40,14,,53,,,,,,,,,,,,,,,,
0,20122013,Youngstown,USHL,1,24,17,16,62,16,-17.0,41,150.0,1.0,11.3,4.0,0.0,,,,,,,,,,,
0,20132014,Youngstown,USHL,1,43,31,12,56,12,-15.0,74,228.0,7.0,13.6,4.0,1.0,,,,,,,,,,,
0,20132014,U.S.A.,WJ18-A,2,3,4,0,7,0,8.0,7,18.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20142015,Youngstown,USHL,1,46,34,6,56,6,3.0,80,256.0,7.0,13.3,9.0,3.0,,,,,,,,,,,
0,20152016,U. of Michigan,Big Ten,1,36,35,6,38,6,34.0,71,,10.0,,7.0,1.0,,,,,,,,,,,
0,20152016,U.S.A.,WC-A,2,2,0,0,5,0,-3.0,2,3.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Univ. of Michigan,NCAA,8590,36,35,6,38,6,34.0,71,,,,,,,,,,,,,,,,
0,20152016,USA,WC,17215,2,0,0,5,0,-3.0,2,,,,,,,,,,,,,,,,
0,20162017,Winnipeg Jets,National Hockey League,1,3,2,4,20,4,-7.0,5,24.0,0.0,8.33,1.0,0.0,244:25,1.0,2.0,27:59,216:26,50.0,0.0,0.0,00:00,8.0,327.0
0,20162017,Manitoba Moose,AHL,877,19,25,14,52,14,-8.0,44,,,,,,,,,,,,,,,,
0,20172018,Winnipeg Jets,National Hockey League,1,26,31,16,76,16,8.0,57,192.0,7.0,16.15,7.0,0.0,1284:56,18.0,11.0,202:20,1081:51,28.57,3.0,0.0,00:45,26.0,1611.0
0,20172018,Manitoba Moose,AHL,877,2,3,0,4,0,1.0,5,,,,,,,,,,,,,,,,
0,20182019,Winnipeg Jets,National Hockey League,1,32,34,18,82,18,-7.0,66,227.0,11.0,14.98,5.0,1.0,1578:43,9.0,19.0,285:34,1237:14,61.54,0.0,1.0,55:55,21.0,1749.0
0,20192020,Winnipeg Jets,National Hockey League,1,35,38,34,71,34,4.0,73,239.0,9.0,15.9,7.0,1.0,1497:13,18.0,17.0,234:11,1188:56,15.38,1.0,2.0,74:06,17.0,1695.0
0,20202021,Winnipeg Jets,National Hockey League,1,24,26,12,56,12,-4.0,50,166.0,10.0,15.7,5.0,0.0,1049:21,18.0,13.0,169:10,873:47,60.0,0.0,0.0,06:24,18.0,1169.0
0,20212022,Winnipeg Jets,National Hockey League,1,46,47,4,79,4,-3.0,93,317.0,8.0,14.8,9.0,3.0,1720:14,32.0,28.0,268:17,1342:04,14.29,1.0,3.0,109:53,23.0,1891.0
