,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,CNHA Blazers Bantam AA,HCBAA,128618,10,3,34,27,34,0,13,,,,,,,,,,,,,,,,
0,20112012,Calgary Northstar Sabres Btm AAA,AMBHL,55218,15,5,78,33,78,0,20,,,,,,,,,,,,,,,,
0,20122013,Calgary Northstars Midget AAA,AMHL,35897,7,1,34,32,34,0,8,,,,,,,,,,,,,,,,
0,20132014,Calgary Northstars Midget AAA,AMHL,35897,8,6,56,35,56,0,14,,,,,,,,,,,,,,,,
0,20142015,Red Deer Rebels,WHL,8646,9,4,44,54,44,-2,13,,,,,,,,,,,,,,,,
0,20152016,Red Deer Rebels,M-Cup,9111,0,0,4,4,4,2,0,,,,,,,,,,,,,,,,
0,20152016,Red Deer Rebels,WHL,9631,11,2,49,71,49,9,13,,,,,,,,,,,,,,,,
0,20162017,Seattle Thunderbirds,M-Cup,9131,0,1,0,3,0,-3,1,,,,,,,,,,,,,,,,
0,20162017,Red Deer Rebels,WHL,9631,14,1,12,38,12,0,15,,,,,,,,,,,,,,,,
0,20162017,Seattle Thunderbirds,WHL,9651,9,8,62,36,62,2,17,,,,,,,,,,,,,,,,
0,20172018,Seattle Thunderbirds,WHL,9651,39,25,75,69,75,-2,64,,,,,,,,,,,,,,,,
0,20182019,Manchester Monarchs,ECHL,1055,2,1,9,9,9,1,3,,,,,,,,,,,,,,,,
0,20182019,Ontario Reign,AHL,26957,11,7,30,43,30,-4,18,,,,,,,,,,,,,,,,
0,20192020,Ontario Reign,AHL,26957,7,8,30,41,30,-5,15,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,1,0,8,13,8,2,1,180:03,11.0,14.0,0.0,0.0,00:32,175:30,0.0,0.0,0.0,0.0,0.0,0.0,04:01,15.0,223.0
0,20202021,Ontario Reign,AHL,26957,4,1,6,19,6,-2,5,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,2,0,0,8,0,-1,2,122:19,9.0,7.0,0.0,0.0,00:13,113:54,0.0,0.0,0.0,0.0,0.0,0.0,08:12,5.0,147.0
0,20212022,Ontario Reign,AHL,26957,4,3,30,32,30,-1,7,,,,,,,,,,,,,,,,
