,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Minnesota Blades,Brick Invitational,128786,1,1,4.0,5,4,2,,,,,,,,,,,,,,,,,
0,20132014,Hill-Murray School,USHS-MN,23042,5,1,10.0,25,10,6,0.0,,,,,,,,,,,,,,,,
0,20142015,Hill-Murray School,USHS-MN,23058,5,6,23.0,25,23,11,,,,,,,,,,,,,,,,,
0,20142015,Team MPLS Magazine,UMHSEHL,63788,8,4,28.0,19,28,12,,,,,,,,,,,,,,,,,
0,20142015,Team Royal,USA-S15,178263,0,1,,5,,1,,,,,,,,,,,,,,,,,
0,20152016,Waterloo Black Hawks,USHL,9996,15,1,30.0,57,30,16,6.0,,,,,,,,,,,,,,,,
0,20152016,Team Columbia,USA-S16,177734,0,0,4.0,5,4,0,,,,,,,,,,,,,,,,,
0,20162017,Waterloo Black Hawks,USHL,9996,29,5,52.0,54,52,34,29.0,,,,,,,,,,,,,,,,
0,20162017,USA U19,WJAC-19,87412,0,0,4.0,5,4,0,,,,,,,,,,,,,,,,,
0,20162017,USA U18,Hlinka Gretzky Cup,140070,0,0,0.0,4,0,0,3.0,,,,,,,,,,,,,,,,
0,20162017,Team Grey,USA-S17,177425,1,1,,5,,2,,,,,,,,,,,,,,,,,
0,20172018,USA U20,WJC-20,17276,1,0,2.0,7,2,1,2.0,,,,,,,,,,,,,,,,
0,20172018,Univ. of Minnesota-Duluth,NCAA,18500,18,5,18.0,39,18,23,11.0,,,,,,,,,,,,,,,,
0,20182019,USA U20,WJC-20,17276,3,2,6.0,7,6,5,3.0,,,,,,,,,,,,,,,,
0,20182019,Univ. of Minnesota-Duluth,NCAA,18500,21,6,18.0,40,18,27,22.0,,,,,,,,,,,,,,,,
0,20192020,Los Angeles Kings,National Hockey League,1,0,1,0.0,6,0,1,4.0,108:52,9.0,10.0,0.0,0.0,00:00,100:12,0.0,11.1,1.0,0.0,0.0,0.0,08:40,10.0,127.0
0,20192020,Ontario Reign,AHL,26957,12,3,18.0,53,18,15,-10.0,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,10,1,30.0,54,30,11,0.0,1143:31,52.0,66.0,0.0,0.0,04:31,1030:22,0.0,1.9,1.0,0.0,0.0,2.0,108:38,74.0,1274.0
0,20212022,Los Angeles Kings,National Hockey League,1,6,2,8.0,57,8,8,6.0,1146:38,58.0,133.0,0.0,0.0,06:24,1031:54,0.0,3.4,1.0,0.0,0.0,0.0,108:20,69.0,1300.0
