,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,CSKA Moskva Selects U13,WSI U13,206597,1,0,2.0,6,2,1,
0,20162017,CSKA Moskva U16,Russia U16,184907,0,1,2.0,10,2,1,
0,20162017,Moskva Selects U15,WSI U15,241790,1,0,0.0,5,0,1,
0,20172018,Toronto Jr. Canadiens U16 AAA,U16 AAA,88853,18,15,,45,,33,
0,20172018,Toronto Jr. Canadiens U16 AAA,GTHL U16,89050,9,10,12.0,31,12,19,
0,20182019,Guelph Storm,M-Cup,6021,0,0,0.0,4,0,0,0.0
0,20182019,Guelph Storm,OHL,6238,9,5,2.0,56,2,14,21.0
0,20182019,Russia U17,WHC-17,61290,1,1,2.0,6,2,2,
0,20192020,Guelph Storm,OHL,6238,23,11,18.0,56,18,34,9.0
0,20192020,Russia U18 |WJAC-19|,WJAC-19,87382,1,1,8.0,6,8,2,
0,20192020,Russia U18,Hlinka Gretzky Cup,158300,2,0,2.0,5,2,2,7.0
0,20202021,CSKA Moskva,KHL,2314,1,1,0.0,11,0,2,-2.0
0,20202021,Russia U20,WJC-20,17546,0,0,2.0,6,2,0,-2.0
0,20202021,Krasnaya Armiya Moskva,MHL,49712,3,1,2.0,5,2,4,4.0
0,20202021,Russia,EHT,64546,2,1,2.0,3,2,3,1.0
0,20202021,Zvezda Moskva,VHL,77127,1,0,0.0,10,0,1,-1.0
0,20212022,Guelph Storm,OHL,6238,32,7,22.0,53,22,39,4.0
