,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Lokomotiv Yaroslavl U16,Russia U16,183987,28,22,45,29,45,50,
0,20162017,Russia U16,EYOF,216647,0,2,2,4,2,2,8.0
0,20172018,Loko Yaroslavl,MHL,49782,1,0,0,3,0,1,1.0
0,20172018,Russia U17,WHC-17,61290,1,2,0,5,0,3,
0,20172018,Loko-76 Yaroslavl,NMHL,156940,7,6,14,20,14,13,10.0
0,20172018,Lokomotiv Yaroslavl U17,Russia U17,184028,8,11,38,20,38,19,
0,20182019,Russia U18,WJC-18,17523,2,2,4,7,4,4,0.0
0,20182019,Loko Yaroslavl,MHL,49782,15,10,26,41,26,25,3.0
0,20182019,Russia U18 |WJAC-19|,WJAC-19,87382,5,1,6,6,6,6,
0,20182019,Loko-76 Yaroslavl,NMHL,156940,1,1,2,3,2,2,4.0
0,20182019,Russia U18,Hlinka Gretzky Cup,158300,6,1,6,5,6,7,
0,20192020,Loko Yaroslavl,JCWC,49670,1,0,0,5,0,1,2.0
0,20192020,Loko Yaroslavl,MHL,49782,15,17,22,53,22,32,18.0
0,20192020,Loko-76 Yaroslavl,NMHL,156940,1,0,0,2,0,1,1.0
0,20202021,Buran Voronezh,VHL,44067,6,7,32,37,32,13,1.0
0,20202021,Loko Yaroslavl,MHL,49782,10,8,18,21,18,18,16.0
0,20212022,Tri-City Storm,USHL,28026,49,23,83,58,83,72,35.0
