,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Traktor Chelyabinsk U16,Russia U16,199509,50,33,56,30,56,0.0,83,,,,,,,,,,,,,,,,
0,20132014,Chelyabinsk Jr.,Russia-Jr.,1,7,7,12,22,12,,14,,,,,,,,,,,,,,,,
0,20142015,Gatineau,QMJHL,1,49,18,34,58,34,17.0,67,189.0,6.0,9.5,1.0,0.0,,,,,,,,,,,
0,20152016,Gatineau,QMJHL,1,35,26,56,57,56,22.0,61,,9.0,,7.0,1.0,,,,,,,,,,,
0,20152016,Gatineau Olympiques,QMJHL,18240,35,26,56,57,56,22.0,61,,,,,,,,,,,,,,,,
0,20162017,Milwaukee Admirals,AHL,1017,2,1,2,5,2,3.0,3,,,,,,,,,,,,,,,,
0,20162017,Russia U20,WJC-20,17546,2,2,4,7,4,1.0,4,,,,,,,,,,,,,,,,
0,20162017,Gatineau Olympiques,QMJHL,18240,37,30,84,54,84,16.0,67,,,,,,,,,,,,,,,,
0,20172018,Milwaukee Admirals,AHL,1017,11,5,16,44,16,3.0,16,,,,,,,,,,,,,,,,
0,20182019,Milwaukee Admirals,AHL,1017,19,14,39,74,39,21.0,33,,,,,,,,,,,,,,,,
0,20192020,Nashville Predators,National Hockey League,1,4,2,9,21,9,1.0,6,25.0,0.0,8.0,0.0,0.0,204:26,46.0,0.0,00:27,203:59,75.0,0.0,0.0,00:00,9.0,294.0
0,20192020,Milwaukee Admirals,AHL,1017,15,20,29,32,29,16.0,35,,,,,,,,,,,,,,,,
0,20202021,Nashville Predators,National Hockey League,1,6,5,22,45,22,4.0,11,62.0,0.0,8.1,0.0,0.0,520:18,94.0,0.0,07:28,507:39,33.33,0.0,0.0,05:11,21.0,687.0
0,20202021,SKA St. Petersburg,KHL,2434,3,4,10,21,10,5.0,7,,,,,,,,,,,,,,,,
0,20212022,Nashville Predators,National Hockey League,1,7,17,46,80,46,7.0,24,136.0,0.0,12.5,2.0,0.0,1173:24,191.0,0.0,14:02,1025:55,34.29,0.0,0.0,133:27,33.0,1487.0
