,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Chicago Jr. Blackhawks,Brick Invitational,128836,9,9,4.0,6,4,18,,,,,,,,,,,,,,,,,
0,20142015,Team Illinois Bantam Minor AAA,HPMBHL,141486,9,18,4.0,19,4,27,,,,,,,,,,,,,,,,,
0,20152016,Stevens Point Area High,USHS-WI,91191,33,25,6.0,23,6,58,,,,,,,,,,,,,,,,,
0,20152016,Team Wisconsin 14U AAA,14U AAA,192638,31,23,,37,,54,,,,,,,,,,,,,,,,,
0,20162017,Stevens Point Area High,USHS-WI,91191,29,50,17.0,22,17,79,,,,,,,,,,,,,,,,,
0,20162017,Team Wisconsin,UMHSEHL,97958,2,4,2.0,14,2,6,,,,,,,,,,,,,,,,,
0,20162017,Team Royal,USA-S15,178263,2,2,,3,,4,,,,,,,,,,,,,,,,,
0,20172018,USA U18,WJC-18,17253,2,4,0.0,7,0,6,2.0,,,,,,,,,,,,,,,,
0,20172018,U.S. National U18 Team,USDP,19564,7,10,8.0,19,8,17,,,,,,,,,,,,,,,,,
0,20172018,U.S. National U17 Team,USDP,19734,19,44,2.0,40,2,63,,,,,,,,,,,,,,,,,
0,20172018,USNTDP Juniors,USHL,52486,10,23,10.0,32,10,33,10.0,,,,,,,,,,,,,,,,
0,20172018,USA U17,WHC-17,61270,5,8,0.0,6,0,13,,,,,,,,,,,,,,,,,
0,20182019,USA U18,WJC-18,17253,4,14,4.0,7,4,18,12.0,,,,,,,,,,,,,,,,
0,20182019,U.S. National U18 Team,USDP,19564,28,72,39.0,64,39,100,,,,,,,,,,,,,,,,,
0,20182019,USNTDP Juniors,USHL,52486,12,29,23.0,28,23,41,19.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of Wisconsin,NCAA,5080,17,19,6.0,36,6,36,-3.0,,,,,,,,,,,,,,,,
0,20192020,USA U20,WJC-20,17276,1,1,0.0,5,0,2,-2.0,,,,,,,,,,,,,,,,
0,20202021,Montréal Canadiens,National Hockey League,1,1,4,2.0,10,2,5,-1.0,139:36,30.0,3.0,0.0,0.0,15:58,123:38,0.0,13.3,2.0,2.0,0.0,0.0,00:00,0.0,191.0
0,20202021,Univ. of Wisconsin,NCAA,5080,22,30,4.0,31,4,52,9.0,,,,,,,,,,,,,,,,
0,20202021,USA U20,WJC-20,17276,3,2,2.0,7,2,5,-1.0,,,,,,,,,,,,,,,,
0,20202021,Laval Rocket,AHL,222817,1,3,0.0,2,0,4,1.0,,,,,,,,,,,,,,,,
0,20212022,Montréal Canadiens,National Hockey League,1,20,23,10.0,67,10,43,-24.0,1117:35,188.0,18.0,5.0,13.0,191:09,925:39,50.0,12.2,3.0,2.0,0.0,0.0,00:47,7.0,1380.0
0,20212022,Laval Rocket,AHL,222817,3,2,0.0,6,0,5,-6.0,,,,,,,,,,,,,,,,
