,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Stillwater High,USHS-MN,97828,9,5,0,24,0,14,,,,,,,,,,,,,,,,,
0,20142015,Team MAP South Hockey,UMHSEHL,58198,0,0,2,3,2,0,,,,,,,,,,,,,,,,,
0,20142015,Team TDS Transportation,UMHSEHL,63768,1,0,2,5,2,1,,,,,,,,,,,,,,,,,
0,20142015,Stillwater High,USHS-MN,97828,18,23,12,25,12,41,,,,,,,,,,,,,,,,,
0,20152016,Team MPLS Magazine,UMHSEHL,63788,9,4,12,19,12,13,,,,,,,,,,,,,,,,,
0,20152016,Stillwater High,USHS-MN,97828,33,20,19,25,19,53,,,,,,,,,,,,,,,,,
0,20162017,Waterloo Black Hawks,USHL,9996,10,11,8,56,8,21,6.0,,,,,,,,,,,,,,,,
0,20172018,Waterloo Black Hawks,USHL,9996,30,33,18,57,18,63,11.0,,,,,,,,,,,,,,,,
0,20182019,Univ. of Minnesota-Duluth,NCAA,18500,6,8,14,39,14,14,3.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of Minnesota-Duluth,NCAA,18500,15,8,6,29,6,23,4.0,,,,,,,,,,,,,,,,
0,20202021,Philadelphia Flyers,National Hockey League,1,1,0,0,4,0,1,-3.0,42:24,7.0,0.0,0.0,0.0,00:12,41:04,54.17,0.0,0.0,0.0,0.0,0.0,01:08,0.0,66.0
0,20202021,Univ. of Minnesota-Duluth,NCAA,18500,16,11,4,28,4,27,8.0,,,,,,,,,,,,,,,,
0,20212022,Philadelphia Flyers,National Hockey League,1,0,1,0,11,0,1,-2.0,99:52,8.0,4.0,0.0,0.0,00:19,94:12,60.61,12.5,0.0,0.0,0.0,0.0,05:21,3.0,160.0
0,20212022,Lehigh Valley Phantoms,AHL,173347,8,2,2,37,2,10,-11.0,,,,,,,,,,,,,,,,
