,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Elgin-Middl. Bant.,Minor-ON,1,74,78,137.0,63,137,152,,,,,,,,,,,,,,,,,
0,20112012,Elgin-Mid. Chiefs,Minor-ON,2,4,3,0.0,3,0,7,,,,,,,,,,,,,,,,,
0,20122013,Elgin-Mid. Chiefs,Minor-ON,1,35,31,72.0,27,72,66,,,,,,,,,,,,,,,,,
0,20122013,Elgin-Mid. Chiefs,Other,2,15,15,,16,,30,,,,,,,,,,,,,,,,,
0,20132014,Ottawa,OHL,1,44,26,18.0,63,18,70,5.0,1.0,0.0,-15.0,,,,,,,,,,,,,
0,20132014,Canada,WJ18-A,2,1,4,2.0,7,2,5,0.0,1.0,0.0,4.0,9.0,,,,,,,,,,,,
0,20142015,Ottawa,OHL,1,39,29,34.0,60,34,68,4.0,6.0,3.0,-1.0,,,,,,,,,,,,,
0,20152016,Canada,WJC-A,1,1,1,0.0,5,0,2,0.0,0.0,0.0,-1.0,9.0,,,,,,,,,,,,
0,20152016,Sarnia,OHL,2,33,23,21.0,31,21,56,4.0,2.0,0.0,26.0,134.0,17.2,,,,,,,,,,,
0,20152016,Ottawa,OHL,3,38,7,6.0,29,6,45,1.0,2.0,0.0,7.0,107.0,6.5,,,,,,,,,,,
0,20152016,Ottawa 67's,OHL,7738,38,7,6.0,29,6,45,,,,7.0,,,,,,,,,,,,,
0,20152016,Sarnia Sting,OHL,9498,33,23,21.0,31,21,56,,,,26.0,,,,,,,,,,,,,
0,20152016,Canada U20,WJC-20,17216,1,1,0.0,5,0,2,,,,-1.0,,,,,,,,,,,,,
0,20162017,Philadelphia Flyers,National Hockey League,1,17,11,49.0,70,49,28,3.0,0.0,0.0,-2.0,133.0,8.27,986:20,92.0,4.0,118:05,866:59,0.0,0.0,0.0,01:16,26.0,1330.0
0,20162017,Canada,WC,17155,8,0,4.0,10,4,8,,,,6.0,,,,,,,,,,,,,
0,20172018,Philadelphia Flyers,National Hockey League,1,23,24,46.0,81,46,47,1.0,6.0,0.0,17.0,177.0,13.56,1207:29,97.0,3.0,114:03,1092:47,33.33,2.0,0.0,00:39,53.0,1593.0
0,20182019,Philadelphia Flyers,National Hockey League,1,25,24,40.0,82,40,49,4.0,3.0,0.0,-4.0,182.0,13.19,1251:20,65.0,8.0,132:46,1117:34,31.82,1.0,0.0,01:00,45.0,1652.0
0,20192020,Philadelphia Flyers,National Hockey League,1,37,24,28.0,66,28,61,5.0,3.0,0.0,-1.0,141.0,17.0,1109:03,63.0,23.0,189:31,918:19,48.98,0.0,0.0,01:13,30.0,1443.0
0,20202021,Philadelphia Flyers,National Hockey League,1,23,11,26.0,50,26,34,4.0,1.0,0.0,-5.0,100.0,11.0,794:48,55.0,11.0,114:00,679:48,33.33,0.0,0.0,01:00,16.0,1096.0
0,20212022,Philadelphia Flyers,National Hockey League,1,36,16,77.0,79,77,52,3.0,3.0,0.0,-23.0,220.0,7.3,1391:27,80.0,10.0,215:48,1162:19,41.94,0.0,0.0,13:20,34.0,1813.0
