,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Edge School Bantam Prep,Bantam,144885,26,18,18,37,18,8.0,44,,,,,,,,,,,,,,,,
0,20132014,Edge School Bantam Prep,Bantam,144885,47,79,14,59,14,64.0,126,,,,,,,,,,,,,,,,
0,20142015,Spokane Chiefs,WHL,7901,0,0,0,5,0,-1.0,0,,,,,,,,,,,,,,,,
0,20142015,Edge School U18 Prep,CSSHL U18,59826,17,13,8,25,8,,30,,,,,,,,,,,,,,,,
0,20142015,Team Alberta,CWG,90785,3,4,4,6,4,,7,,,,,,,,,,,,,,,,
0,20152016,Spokane Chiefs,WHL,7901,12,14,21,65,21,-7.0,26,,,,,,,,,,,,,,,,
0,20152016,Canada White U17,WHC-17,163790,3,1,8,6,8,,4,,,,,,,,,,,,,,,,
0,20152016,Team Gold,U17-Dev,178249,2,1,0,3,0,,3,,,,,,,,,,,,,,,,
0,20162017,Spokane Chiefs,WHL,7901,37,39,22,72,22,4.0,76,,,,,,,,,,,,,,,,
0,20162017,Canada U18,WJC-18,17193,0,0,4,5,4,-4.0,0,,,,,,,,,,,,,,,,
0,20172018,Spokane Chiefs,WHL,7901,51,40,27,70,27,9.0,91,,,,,,,,,,,,,,,,
0,20172018,Ontario Reign,AHL,26957,2,0,2,5,2,1.0,2,,,,,,,,,,,,,,,,
0,20182019,Los Angeles Kings,National Hockey League,1,1,0,0,5,0,-2.0,1,58:01,6.0,5.0,0.0,0.0,08:55,49:06,44.44,0.0,0.0,0.0,0.0,0.0,00:00,2.0,75.0
0,20182019,Spokane Chiefs,WHL,7901,23,20,15,32,15,9.0,43,,,,,,,,,,,,,,,,
0,20182019,Canada U20,WJC-20,17216,0,1,2,5,2,1.0,1,,,,,,,,,,,,,,,,
0,20192020,Los Angeles Kings,National Hockey League,1,0,0,0,4,0,-1.0,0,41:02,2.0,3.0,0.0,0.0,00:49,40:13,38.46,0.0,0.0,0.0,0.0,0.0,00:00,0.0,57.0
0,20192020,Ontario Reign,AHL,26957,20,8,31,53,31,-3.0,28,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,4,7,6,34,6,-9.0,11,459:20,37.0,52.0,1.0,1.0,34:09,392:23,43.71,18.9,2.0,0.0,0.0,0.0,32:48,20.0,628.0
0,20202021,Canada,WC,17155,2,0,0,10,0,-1.0,2,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,0,0,4,7,4,-3.0,0,96:32,5.0,12.0,0.0,0.0,02:23,90:28,56.25,0.0,0.0,0.0,0.0,0.0,03:41,3.0,129.0
0,20212022,Ontario Reign,AHL,26957,23,24,51,54,51,9.0,47,,,,,,,,,,,,,,,,
