,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Ilves U16,Jr. C SM-sarja,80102,7,1,14,30,14,8,
0,20152016,Ilves U18,U18 SM-sarja,25851,18,7,16,48,16,25,
0,20162017,Ilves U18,U18 SM-sarja,25851,10,0,12,10,12,10,
0,20162017,Ilves U20,U20 SM-sarja,25870,3,6,14,27,14,9,9.0
0,20172018,Ilves,Liiga,889,4,0,8,21,8,4,-3.0
0,20172018,Ilves U20,U20 SM-sarja,25870,11,4,52,40,52,15,-16.0
0,20182019,Ilves,Liiga,889,21,3,36,46,36,24,2.0
0,20182019,Finland U20,WJC-20,17116,0,1,6,7,6,1,5.0
0,20182019,Finland,EHT,68516,0,0,2,2,2,0,-1.0
0,20192020,Ilves,Liiga,889,10,2,14,46,14,12,-4.0
0,20202021,Pelicans,Liiga,929,8,4,14,20,14,12,-3.0
0,20202021,Rochester Americans,AHL,1047,15,2,6,28,6,17,-6.0
0,20212022,Rochester Americans,AHL,1047,29,5,44,71,44,34,-9.0
