,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,gameWinningGoals,shortHandedGoals,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20052006,Honeybaked Bantam Minor AAA,T1EMBHL,148520,12,16,16,28,16,0,28,,,,,,,,,,,,,,,,
0,20062007,Compuware Bantam Major AAA,T1EBHL,143939,18,8,49,30,49,0,26,,,,,,,,,,,,,,,,
0,20072008,Belle Tire  U16,T1EHL U16,102148,14,7,8,31,8,0,21,,,,,,,,,,,,,,,,
0,20082009,U.S. National U17 Team,USDP,19238,14,8,16,23,16,0,22,,,,,,,,,,,,,,,,
0,20092010,USNTDP Juniors,USHL,51638,18,10,25,26,25,16,28,,,,,,,,,,,,,,,,
0,20102011,Green Bay Gamblers,USHL,9088,14,20,33,46,33,2,34,,,,,,,,,,,,,,,,
0,20112012,Miami U.,CCHA,1,27,10,31,40,31,25,37,96.0,1.0,0.0,2.0,,,,,,,,,,,,
0,20112012,U.S.A.,WJC-A,2,2,2,0,6,0,1,4,13.0,0.0,0.0,0.0,,,,,,,,,,,,
0,20122013,Miami U.,CCHA,2,26,14,24,42,24,19,40,117.0,1.0,3.0,4.0,,,,,,,,,,,,
0,20132014,Miami U.,NCHC,1,34,13,28,37,28,2,47,102.0,4.0,0.0,1.0,,,,,,,,,,,,
0,20142015,Miami U.,NCHC,1,36,9,36,40,36,5,45,89.0,1.0,2.0,2.0,,,,,,,,,,,,
0,20142015,Providence,AHL,2,2,0,4,3,4,0,2,2.0,0.0,0.0,0.0,,,,,,,,,,,,
0,20152016,Providence,AHL,1,41,20,24,68,24,17,61,163.0,6.0,3.0,3.0,12.3,,,,,,,,,,,
0,20152016,Providence Bruins,AHL,897,41,20,24,68,24,17,61,,,,,,,,,,,,,,,,
0,20162017,Boston Bruins,National Hockey League,1,8,5,12,49,12,-10,13,66.0,0.0,1.0,0.0,7.58,637:47,19.0,3.0,85:45,496:42,42.86,0.0,0.0,55:20,25.0,909.0
0,20162017,Providence Bruins,AHL,897,17,6,4,22,4,0,23,,,,,,,,,,,,,,,,
0,20172018,Boston Bruins,National Hockey League,1,4,0,0,10,0,-1,4,7.0,0.0,0.0,0.0,0.0,109:07,4.0,1.0,05:01,98:50,50.0,0.0,0.0,05:16,0.0,154.0
0,20172018,Providence Bruins,AHL,897,44,25,24,64,24,18,69,,,,,,,,,,,,,,,,
0,20182019,Calgary Flames,National Hockey League,1,12,6,8,54,8,-1,18,65.0,0.0,3.0,0.0,9.23,611:58,10.0,3.0,69:58,536:53,46.88,0.0,0.0,05:07,24.0,838.0
0,20192020,Calgary Flames,National Hockey League,1,1,2,0,8,0,1,3,9.0,1.0,0.0,0.0,22.2,81:30,1.0,1.0,09:45,71:45,33.33,0.0,0.0,00:00,2.0,110.0
0,20192020,Stockton Heat,AHL,186037,17,16,22,32,22,-5,33,,,,,,,,,,,,,,,,
0,20202021,New York Islanders,National Hockey League,1,0,0,0,4,0,-1,0,2.0,0.0,0.0,0.0,0.0,49:58,2.0,0.0,06:33,41:22,58.33,0.0,0.0,02:03,2.0,66.0
0,20212022,New York Islanders,National Hockey League,1,3,2,0,11,0,5,5,9.0,0.0,0.0,0.0,22.2,120:32,2.0,0.0,04:18,113:52,39.66,0.0,0.0,02:22,5.0,166.0
0,20212022,Seattle Kraken,National Hockey League,2,2,0,0,6,0,0,2,5.0,0.0,0.0,0.0,0.0,64:46,1.0,0.0,06:14,58:32,0.0,0.0,0.0,00:00,2.0,92.0
0,20212022,Bridgeport Islanders,AHL,827,23,14,8,38,8,-3,37,,,,,,,,,,,,,,,,
