,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Chicago Mission Bantam Minor AAA,T1EMBHL,141690,36,17,12,31,12,0.0,53,,,,,,,,,,,,,,,,
0,20122013,Chicago Mission  U16,HPHL U16,97314,11,12,14,25,14,0.0,23,,,,,,,,,,,,,,,,
0,20132014,Chi. Mission U16,HPHL,1,18,20,18,25,18,,38,,,,,,,,,,,,,,,,
0,20132014,Chi. Mission U18,HPHL,2,6,0,0,3,0,,6,,,,,,,,,,,,,,,,
0,20132014,Chicago,USHL,3,0,0,0,2,0,-4.0,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20142015,Chicago,USHL,1,28,18,10,57,10,-6.0,46,169.0,1.0,10.7,2.0,0.0,,,,,,,,,,,
0,20152016,Chicago,USHL,1,27,13,20,33,20,9.0,40,91.0,1.0,14.3,5.0,0.0,,,,,,,,,,,
0,20152016,Lincoln,USHL,2,12,11,18,19,18,1.0,33,74.0,2.0,14.9,1.0,1.0,,,,,,,,,,,
0,20152016,Lincoln Stars,USHL,9366,12,11,18,19,18,1.0,23,,,,,,,,,,,,,,,,
0,20152016,Chicago Steel,JCWC,9380,7,1,6,5,6,1.0,8,,,,,,,,,,,,,,,,
0,20152016,Chicago Steel,USHL,9906,27,13,20,33,20,9.0,40,,,,,,,,,,,,,,,,
0,20152016,USA U19,WJAC-19,87412,3,0,2,5,2,,3,,,,,,,,,,,,,,,,
0,20162017,Ohio State Univ.,NCAA,16050,22,10,22,34,22,20.0,32,,,,,,,,,,,,,,,,
0,20162017,USA U20,WJC-20,17276,1,1,2,7,2,2.0,2,,,,,,,,,,,,,,,,
0,20172018,Ohio State Univ.,NCAA,16050,30,17,12,41,12,18.0,47,,,,,,,,,,,,,,,,
0,20182019,Ohio State Univ.,NCAA,16050,20,10,14,27,14,2.0,30,,,,,,,,,,,,,,,,
0,20192020,Ohio State Univ.,NCAA,16050,23,11,22,36,22,9.0,34,,,,,,,,,,,,,,,,
0,20202021,Philadelphia Flyers,National Hockey League,1,0,0,0,5,0,1.0,0,6.0,0.0,0.0,0.0,0.0,49:53,5.0,0.0,00:04,44:17,40.74,0.0,0.0,05:32,1.0,83.0
0,20202021,Lehigh Valley Phantoms,AHL,173347,4,6,0,14,0,6.0,10,,,,,,,,,,,,,,,,
0,20212022,Philadelphia Flyers,National Hockey League,1,0,0,0,1,0,-1.0,0,0.0,0.0,0.0,0.0,0.0,09:27,3.0,0.0,00:00,09:10,40.0,0.0,0.0,00:17,1.0,16.0
0,20212022,Lehigh Valley Phantoms,AHL,173347,10,7,8,28,8,-2.0,17,,,,,,,,,,,,,,,,
