,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Oakville Rangers Minor Mdgt AAA,SCTAMM,93094,32,15,18,40,18,0,47,,,,,,,,,,,,,,,,
0,20132014,Oakville Rangers Midget AAA,SCTA,71118,42,56,0,66,0,0,98,,,,,,,,,,,,,,,,
0,20142015,Belleville Bulls,OHL,8669,22,9,20,64,20,-6,31,,,,,,,,,,,,,,,,
0,20152016,Hamilton Bulldogs,OHL,186878,30,27,43,61,43,-6,57,,,,,,,,,,,,,,,,
0,20162017,Ontario Reign,AHL,26957,1,0,0,2,0,1,1,,,,,,,,,,,,,,,,
0,20162017,Hamilton Bulldogs,OHL,186878,24,25,33,45,33,14,49,,,,,,,,,,,,,,,,
0,20172018,Ontario Reign,AHL,26957,17,12,42,67,42,3,29,,,,,,,,,,,,,,,,
0,20182019,Los Angeles Kings,National Hockey League,1,3,8,9,33,9,-2,11,366:50,45.0,17.0,1.0,1.0,17:06,349:44,25.0,17.78,2.0,0.0,0.0,0.0,00:00,19.0,533.0
0,20182019,Ontario Reign,AHL,26957,20,11,32,36,32,7,31,,,,,,,,,,,,,,,,
0,20192020,Los Angeles Kings,National Hockey League,1,4,1,2,18,2,-5,5,186:42,25.0,16.0,0.0,0.0,02:12,184:30,0.0,4.0,0.0,0.0,0.0,0.0,00:00,5.0,271.0
0,20192020,Ontario Reign,AHL,26957,15,9,18,30,18,3,24,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,0,1,5,13,5,-4,1,136:17,18.0,8.0,0.0,0.0,02:09,134:08,40.0,5.6,0.0,0.0,0.0,0.0,00:00,6.0,186.0
0,20202021,Ontario Reign,AHL,26957,1,3,2,4,2,0,4,,,,,,,,,,,,,,,,
0,20212022,Nashville Predators,National Hockey League,1,3,3,4,23,4,3,6,216:22,26.0,29.0,0.0,0.0,01:31,213:57,100.0,11.5,1.0,0.0,0.0,0.0,00:54,4.0,300.0
0,20212022,Milwaukee Admirals,AHL,1017,17,14,16,30,16,1,31,,,,,,,,,,,,,,,,
