,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Toronto Bulldogs,Brick Invitational,128766,5,0,8,6,8,5,
0,20152016,Barrie Colts U14 AAA,ETAHL U14,344292,34,27,46,62,46,61,
0,20162017,Barrie Colts U15 AAA,ETAHL U15,140313,20,12,30,37,30,32,
0,20172018,Stouffville Spirit,OJHL,27300,0,0,0,2,0,0,
0,20172018,Barrie Colts U16 AAA,ETAHL U16,81584,41,20,24,34,24,61,
0,20172018,Team OMHA Black,OGC-16,156327,0,2,0,4,0,2,
0,20182019,Barrie Colts,OHL,9368,13,10,24,64,24,23,1.0
0,20192020,Barrie Colts,OHL,9368,44,36,53,62,53,80,-17.0
0,20202021,Lehigh Valley Phantoms,AHL,173347,7,10,16,24,16,17,-3.0
0,20212022,Barrie Colts,OHL,9368,5,6,6,13,6,11,-7.0
0,20212022,Canada U20,WJC-20,17216,3,3,0,7,0,6,6.0
0,20212022,Lehigh Valley Phantoms,AHL,173347,1,2,4,9,4,3,-7.0
