,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Thayer Academy,USHS-Prep,46848,0,1,0.0,15,0,0.0,1,,,,,,,,,,,,,,,,
0,20122013,Bos. Adv. U16,T1EHL,1,2,2,2.0,6,2,,4,,,,,,,,,,,,,,,,
0,20122013,Thayer,High-MA,2,3,2,,11,,,5,,,,,,,,,,,,,,,,
0,20132014,Thayer,High-MA,1,38,29,,27,,,67,,,,,,,,,,,,,,,,
0,20142015,Cedar Rapids,USHL,1,17,13,55.0,50,55,23.0,30,128.0,2.0,10.2,0.0,0.0,,,,,,,,,,,
0,20152016,Northeastern,H-East,1,18,12,20.0,41,20,0.0,30,96.0,5.0,,1.0,1.0,,,,,,,,,,,
0,20152016,Northeastern Univ.,NCAA,15210,18,12,20.0,41,20,0.0,30,,,,,,,,,,,,,,,,
0,20162017,Northeastern Univ.,NCAA,15210,26,26,20.0,37,20,4.0,52,,,,,,,,,,,,,,,,
0,20172018,Vancouver Canucks,National Hockey League,1,0,0,0.0,5,0,2.0,0,9.0,0.0,0.0,0.0,0.0,63:56,2.0,0.0,03:44,60:12,37.5,0.0,0.0,00:00,3.0,90.0
0,20172018,Northeastern Univ.,NCAA,15210,30,30,41.0,38,41,12.0,60,,,,,,,,,,,,,,,,
0,20182019,Vancouver Canucks,National Hockey League,1,7,5,18.0,56,18,-8.0,12,55.0,0.0,9.09,1.0,0.0,613:09,48.0,2.0,76:36,536:28,40.43,0.0,0.0,00:05,15.0,897.0
0,20182019,Utica Comets,AHL,152247,6,5,12.0,14,12,1.0,11,,,,,,,,,,,,,,,,
0,20192020,Vancouver Canucks,National Hockey League,1,21,12,37.0,59,37,-7.0,33,75.0,4.0,16.0,1.0,0.0,730:38,29.0,12.0,89:05,641:20,41.19,0.0,0.0,00:13,20.0,1114.0
0,20192020,Utica Comets,AHL,152247,0,1,0.0,2,0,-1.0,1,,,,,,,,,,,,,,,,
0,20202021,Vancouver Canucks,National Hockey League,1,3,4,12.0,33,12,-13.0,7,59.0,0.0,6.8,0.0,0.0,359:27,12.0,2.0,36:15,323:11,43.48,0.0,0.0,00:01,20.0,585.0
0,20202021,Chicago Blackhawks,National Hockey League,2,3,1,0.0,7,0,-2.0,4,7.0,0.0,14.3,0.0,0.0,85:24,4.0,1.0,04:44,80:32,33.33,0.0,0.0,00:08,2.0,100.0
0,20212022,Chicago Blackhawks,National Hockey League,1,1,1,4.0,8,4,-3.0,2,10.0,1.0,10.0,0.0,0.0,84:10,9.0,1.0,09:22,74:48,40.0,0.0,0.0,00:00,1.0,113.0
0,20212022,Ottawa Senators,National Hockey League,2,8,4,13.0,50,13,-6.0,12,84.0,1.0,4.8,1.0,0.0,572:22,63.0,1.0,57:24,514:58,44.26,0.0,0.0,00:00,9.0,782.0
0,20212022,USA,WC,17215,2,6,10.0,10,10,0.0,8,,,,,,,,,,,,,,,,
