,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Rus Moskva U16,Russia U17,190700,10,7,54,29,54,17,,,,,,,,,,,,,,,,,
0,20112012,Kuznetskie Medvedi,MHL,49368,1,0,34,26,34,1,-1.0,,,,,,,,,,,,,,,,
0,20112012,Loko Yaroslavl,MHL,49498,1,3,26,21,26,4,4.0,,,,,,,,,,,,,,,,
0,20122013,Lokomotiv Yaroslavl-2,VHL,18433,4,1,26,42,26,5,6.0,,,,,,,,,,,,,,,,
0,20122013,Loko Yaroslavl,MHL,49498,0,0,0,4,0,0,3.0,,,,,,,,,,,,,,,,
0,20132014,Lokomotiv Yaroslavl,KHL,2102,1,1,18,32,18,2,0.0,,,,,,,,,,,,,,,,
0,20132014,Russia U20,WJC-20,16574,4,0,6,7,6,4,4.0,,,,,,,,,,,,,,,,
0,20132014,Loko Yaroslavl,MHL,49498,1,1,36,11,36,2,10.0,,,,,,,,,,,,,,,,
0,20142015,Lokomotiv Yaroslavl,KHL,2102,6,1,30,60,30,7,4.0,,,,,,,,,,,,,,,,
0,20152016,Lokomotiv Yaroslavl,KHL,2354,7,4,68,55,68,11,15.0,,,,,,,,,,,,,,,,
0,20152016,Russia,EHT,64546,0,0,4,5,4,0,-4.0,,,,,,,,,,,,,,,,
0,20162017,Lokomotiv Yaroslavl,KHL,2354,4,3,69,60,69,7,4.0,,,,,,,,,,,,,,,,
0,20162017,Russia,EHT,64546,1,0,2,8,2,1,3.0,,,,,,,,,,,,,,,,
0,20172018,Lokomotiv Yaroslavl,KHL,2354,6,3,73,50,73,9,14.0,,,,,,,,,,,,,,,,
0,20172018,Russia,EHT,64546,0,0,0,5,0,0,2.0,,,,,,,,,,,,,,,,
0,20182019,Arizona Coyotes,National Hockey League,1,4,0,13,41,13,4,-9.0,563:19,27.0,150.0,0.0,0.0,01:38,551:48,0.0,0.0,0.0,0.0,0.0,0.0,09:53,61.0,768.0
0,20192020,Arizona Coyotes,National Hockey League,1,4,0,18,51,18,4,4.0,723:46,41.0,151.0,0.0,0.0,01:07,715:08,0.0,0.0,0.0,0.0,0.0,0.0,07:31,53.0,987.0
0,20192020,Tucson Roadrunners,AHL,218897,0,0,2,2,2,0,0.0,,,,,,,,,,,,,,,,
0,20202021,Arizona Coyotes,National Hockey League,1,1,1,10,42,10,2,-13.0,659:03,36.0,103.0,0.0,0.0,00:46,654:22,0.0,2.8,0.0,0.0,0.0,0.0,03:55,72.0,897.0
0,20202021,Lokomotiv Yaroslavl,KHL,2354,0,0,2,5,2,0,-4.0,,,,,,,,,,,,,,,,
0,20212022,Arizona Coyotes,National Hockey League,1,9,0,26,46,26,9,-6.0,833:32,33.0,94.0,0.0,0.0,02:26,714:43,0.0,0.0,0.0,0.0,0.0,1.0,116:23,60.0,1097.0
0,20212022,Toronto Maple Leafs,National Hockey League,2,4,2,25,31,25,6,4.0,510:42,21.0,93.0,0.0,0.0,00:07,482:00,0.0,9.5,0.0,0.0,0.0,0.0,28:35,32.0,691.0
