,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Laurentides Conquérants Bntm AAA,QBAAA,152892,8,16,12,30,12,24,
0,20152016,Collège Esther-Blondin Phénix,QM18AAA,86554,27,21,14,38,14,48,25.0
0,20162017,Collège Esther-Blondin Phénix,QM18AAA,86554,38,30,50,39,50,68,35.0
0,20162017,Team Québec White,QGC-16,154195,5,6,0,5,0,11,
0,20172018,Sherbrooke Phoenix,QMJHL,114420,29,16,42,55,42,45,13.0
0,20172018,Canada White U17,WHC-17,163790,3,0,0,6,0,3,
0,20172018,Team White,U17-Dev,178269,1,1,0,3,0,2,
0,20182019,Canada U18,WJC-18,17193,1,1,2,7,2,2,-1.0
0,20182019,Sherbrooke Phoenix,QMJHL,114420,47,29,46,67,46,76,8.0
0,20182019,Canada U18,Hlinka Gretzky Cup,144760,1,0,0,5,0,1,
0,20192020,Sherbrooke Phoenix,QMJHL,114420,45,32,47,46,47,77,45.0
0,20202021,Val-d'Or Foreurs,QMJHL,9680,17,8,10,19,10,25,19.0
0,20202021,Sherbrooke Phoenix,QMJHL,114420,3,3,4,5,4,6,-5.0
0,20212022,Wilkes-Barre/Scranton Penguins,AHL,1077,21,16,51,72,51,37,-8.0
