,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,shortHandedGoals,plusMinus,shots,shotPct,gameWinningGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20062007,Brandon Wheat Kings Bantam AAA,WBAAA,136999,5,0,52,28,52,5,,,,,,,,,,,,,,,,,
0,20072008,Brandon Wheat Kings Midget AAA,MMHL,54483,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20082009,Brandon,MMHL,1,18,5,58,41,58,23,,,,,,,,,,,,,,,,,
0,20092010,Brandon,MMHL,1,25,10,54,44,54,35,,,,,,,,,,,,,,,,,
0,20102011,Moose Jaw,WHL,1,18,2,95,71,95,20,1.0,1.0,3.0,,,,,,,,,,,,,,
0,20112012,Moose Jaw,WHL,1,19,4,91,56,91,23,0.0,0.0,13.0,,,,,,,,,,,,,,
0,20122013,Moose Jaw,WHL,1,6,2,70,29,70,8,1.0,0.0,-11.0,,,,,,,,,,,,,,
0,20122013,Kamloops,WHL,2,10,7,71,34,71,17,2.0,2.0,9.0,,,,,,,,,,,,,,
0,20132014,Chicago,AHL,1,4,4,108,64,108,8,0.0,0.0,14.0,116.0,3.4,2.0,,,,,,,,,,,
0,20142015,Chicago,AHL,1,8,4,49,30,49,12,0.0,1.0,-2.0,57.0,7.0,1.0,,,,,,,,,,,
0,20152016,St. Louis Blues,National Hockey League,1,8,1,63,67,63,9,0.0,0.0,0.0,90.0,1.11,0.0,1000:16,165.0,0.0,01:19,925:03,0.0,0.0,0.0,73:54,62.0,1434.0
0,20152016,Chicago,AHL,2,0,0,15,6,15,0,0.0,0.0,0.0,9.0,0.0,0.0,,,,,,,,,,,
0,20152016,Chicago Wolves,AHL,957,0,0,15,6,15,0,,,0.0,,,,,,,,,,,,,,
0,20162017,St. Louis Blues,National Hockey League,1,12,3,60,69,60,15,0.0,0.0,11.0,81.0,3.7,1.0,1226:02,122.0,0.0,02:28,1093:28,0.0,0.0,0.0,130:06,95.0,1777.0
0,20172018,St. Louis Blues,National Hockey League,1,10,7,57,69,57,17,0.0,0.0,-1.0,124.0,5.65,0.0,1431:05,116.0,0.0,22:31,1254:16,0.0,0.0,0.0,154:18,150.0,1746.0
0,20172018,Canada,WC,17155,3,1,12,9,12,4,,,11.0,,,,,,,,,,,,,,
0,20182019,St. Louis Blues,National Hockey League,1,9,2,68,64,68,11,0.0,0.0,8.0,102.0,1.96,1.0,1240:46,128.0,0.0,08:10,1099:42,0.0,0.0,0.0,132:54,106.0,1691.0
0,20192020,Carolina Hurricanes,National Hockey League,1,13,7,72,68,72,20,0.0,0.0,7.0,97.0,7.2,0.0,1254:33,118.0,0.0,01:13,1062:28,0.0,0.0,0.0,190:52,91.0,1628.0
0,20202021,Montréal Canadiens,National Hockey League,1,10,3,25,55,25,13,0.0,0.0,28.0,77.0,3.9,0.0,1102:36,98.0,0.0,04:17,971:20,0.0,0.0,0.0,126:59,75.0,1301.0
0,20212022,Montréal Canadiens,National Hockey League,1,3,3,35,24,35,6,0.0,0.0,-1.0,32.0,9.4,0.0,470:00,61.0,0.0,01:53,409:47,0.0,0.0,0.0,58:20,45.0,560.0
