,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Don Mills,GTHL,1,18,11,72,38,72,29,,,,,,,,,,,,,,,,,
0,20102011,St. Michael's,ON-Jr.A,2,0,0,4,2,4,0,0.0,0.0,0.0,,,,,,,,,,,,,,
0,20112012,Sault Ste. Marie,OHL,1,9,1,61,53,61,10,0.0,,0.0,-15.0,,,,,,,,,,,,,
0,20122013,Sault Ste. Marie,OHL,1,29,12,116,68,116,41,2.0,,0.0,15.0,,,,,,,,,,,,,
0,20132014,Sault Ste. Marie,OHL,1,37,13,91,64,91,50,6.0,2.0,1.0,1.0,,,,,,,,,,,,,
0,20132014,Oklahoma City,AHL,2,1,0,0,4,0,1,0.0,0.0,0.0,-1.0,9.0,0.0,,,,,,,,,,,
0,20142015,Edmonton Oilers,National Hockey League,1,0,0,0,2,0,0,0.0,0.0,0.0,-2.0,2.0,0.0,33:59,5.0,0.0,00:25,32:48,0.0,0.0,0.0,00:46,0.0,49.0
0,20142015,Sault Ste. Marie,OHL,2,23,10,58,36,58,33,3.0,1.0,0.0,18.0,,,,,,,,,,,,,
0,20142015,Canada,WJC-A,4,1,0,6,7,6,1,0.0,0.0,0.0,8.0,10.0,,,,,,,,,,,,
0,20152016,Edmonton Oilers,National Hockey League,1,7,3,60,69,60,10,0.0,0.0,0.0,-13.0,120.0,2.5,1395:55,160.0,1.0,15:22,1239:36,0.0,0.0,1.0,140:57,103.0,1773.0
0,20152016,Bakersfield,AHL,2,2,0,7,9,7,2,0.0,0.0,0.0,2.0,15.0,0.0,,,,,,,,,,,
0,20152016,Bakersfield Condors,AHL,7257,2,0,7,9,7,2,,,,2.0,,,,,,,,,,,,,
0,20162017,Edmonton Oilers,National Hockey League,1,6,5,33,44,33,11,0.0,0.0,0.0,0.0,85.0,5.88,748:47,107.0,0.0,04:59,691:34,0.0,0.0,0.0,52:14,53.0,962.0
0,20172018,Edmonton Oilers,National Hockey League,1,20,6,67,82,67,26,0.0,2.0,0.0,15.0,194.0,3.09,1824:29,161.0,0.0,39:25,1602:14,0.0,1.0,0.0,182:50,153.0,2270.0
0,20172018,Canada,WC,17155,1,0,4,10,4,1,,,,-1.0,,,,,,,,,,,,,
0,20182019,Edmonton Oilers,National Hockey League,1,31,10,87,82,87,41,1.0,1.0,0.0,-5.0,196.0,5.1,1953:16,162.0,9.0,151:16,1644:16,0.0,1.0,1.0,157:44,146.0,2306.0
0,20182019,Canada,WC,17155,2,2,8,10,8,4,,,,8.0,,,,,,,,,,,,,
0,20192020,Edmonton Oilers,National Hockey League,1,28,5,48,71,48,33,0.0,1.0,0.0,-2.0,170.0,2.9,1665:16,172.0,5.0,75:21,1445:27,0.0,0.0,0.0,144:28,141.0,1874.0
0,20202021,Edmonton Oilers,National Hockey League,1,20,16,57,56,57,36,1.0,2.0,0.0,27.0,154.0,10.4,1435:00,117.0,7.0,77:07,1223:09,0.0,1.0,0.0,134:44,100.0,1431.0
0,20212022,Edmonton Oilers,National Hockey League,1,26,9,54,71,54,35,0.0,0.0,2.0,18.0,203.0,4.4,1778:27,196.0,6.0,82:10,1500:44,0.0,0.0,3.0,195:33,132.0,1875.0
