,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Cam. Red Wings,AMBHL,1,8,1,36,33,36,9,,,,,,,,,,,,,,,,,
0,20102011,Notre Dame,SMBHL,1,19,7,30,21,30,26,,,,,,,,,,,,,,,,,
0,20102011,Notre Dame,SMHL,2,1,0,0,3,0,1,,,,,,,,,,,,,,,,,
0,20112012,Notre Dame,SMHL,1,15,6,60,39,60,21,,,,,,,,,,,,,,,,,
0,20112012,Red Deer,WHL,2,0,0,0,4,0,0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
0,20122013,Red Deer,WHL,1,15,4,21,66,21,19,1.0,0.0,0.0,4.0,,,,,,,,,,,,,
0,20132014,Red Deer,WHL,1,38,8,46,70,46,46,4.0,3.0,0.0,15.0,,,,,,,,,,,,,
0,20132014,Canada,WJ18-A,2,1,0,4,7,4,1,0.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,
0,20142015,Red Deer,WHL,1,22,6,63,63,63,28,2.0,2.0,0.0,4.0,,,,,,,,,,,,,
0,20142015,Charlotte,AHL,2,0,1,0,1,0,1,1.0,0.0,0.0,-1.0,2.0,50.0,,,,,,,,,,,
0,20152016,Red Deer,WHL,1,29,12,50,56,50,41,1.0,,0.0,18.0,,,,,,,,,,,,,
0,20152016,Canada,WJC-A,2,1,0,0,5,0,1,0.0,0.0,0.0,-1.0,6.0,0.0,,,,,,,,,,,
0,20152016,Red Deer Rebels,M-Cup,9111,4,1,4,4,4,5,,,,-3.0,,,,,,,,,,,,,
0,20152016,Red Deer Rebels,WHL,9631,29,12,50,56,50,41,,,,18.0,,,,,,,,,,,,,
0,20152016,Canada U20,WJC-20,17216,1,0,0,5,0,1,,,,-1.0,,,,,,,,,,,,,
0,20162017,Charlotte Checkers,AHL,2357,19,7,8,69,8,26,,,,16.0,,,,,,,,,,,,,
0,20172018,Carolina Hurricanes,National Hockey League,1,8,0,14,67,14,8,0.0,0.0,0.0,-2.0,86.0,0.0,1125:16,85.0,0.0,06:09,1058:47,0.0,0.0,0.0,60:20,94.0,1448.0
0,20172018,Charlotte Checkers,AHL,2357,1,1,0,3,0,2,,,,3.0,,,,,,,,,,,,,
0,20182019,Carolina Hurricanes,National Hockey League,1,1,0,2,20,2,1,0.0,0.0,0.0,4.0,17.0,0.0,250:40,25.0,0.0,00:50,242:58,0.0,0.0,0.0,06:52,21.0,340.0
0,20182019,Charlotte Checkers,AHL,2357,8,2,32,28,32,10,,,,0.0,,,,,,,,,,,,,
0,20192020,Carolina Hurricanes,National Hockey League,1,10,4,8,45,8,14,0.0,0.0,0.0,-2.0,65.0,6.2,614:56,48.0,0.0,00:21,579:35,0.0,0.0,1.0,35:00,45.0,805.0
0,20202021,Carolina Hurricanes,National Hockey League,1,0,1,6,35,6,1,0.0,0.0,0.0,-6.0,48.0,2.1,475:51,46.0,0.0,00:19,448:33,0.0,0.0,0.0,26:59,40.0,603.0
0,20202021,Anaheim Ducks,National Hockey League,2,1,2,2,12,2,3,0.0,0.0,0.0,-6.0,14.0,14.3,247:50,17.0,0.0,02:03,214:28,0.0,0.0,0.0,31:19,15.0,309.0
0,20212022,Seattle Kraken,National Hockey League,1,2,2,13,36,13,4,0.0,1.0,0.0,0.0,52.0,3.8,586:10,60.0,0.0,06:28,546:01,0.0,0.0,0.0,33:41,62.0,766.0
