,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Team Brick Alberta,Brick Invitational,128736,1,2,0,5,0,3,,,,,,,,,,,,,,,,,
0,20122013,Spruce Grove PAC Saints Btm AAA,AMBHL,64248,10,1,14,29,14,11,0.0,,,,,,,,,,,,,,,,
0,20132014,Spruce Grove PAC Saints Btm AAA,AMBHL,64248,17,4,26,24,26,21,0.0,,,,,,,,,,,,,,,,
0,20142015,Spruce Grove Saints,AJHL,20831,0,0,0,2,0,0,0.0,,,,,,,,,,,,,,,,
0,20142015,St. Albert Raiders Midget AAA,AMHL,33227,10,1,6,27,6,11,0.0,,,,,,,,,,,,,,,,
0,20152016,Spruce Grove Saints,AJHL,20762,21,6,8,54,8,27,,,,,,,,,,,,,,,,,
0,20152016,Canada White U17,WHC-17,163790,3,2,0,6,0,5,,,,,,,,,,,,,,,,,
0,20152016,Team Gold,U17-Dev,178249,1,1,2,3,2,2,,,,,,,,,,,,,,,,,
0,20162017,Canada U18,WJC-18,17193,2,0,0,5,0,2,-3.0,,,,,,,,,,,,,,,,
0,20162017,Spruce Grove Saints,AJHL,20762,29,8,34,53,34,37,,,,,,,,,,,,,,,,,
0,20162017,Canada West U19,WJAC-19,87372,2,1,2,4,2,3,,,,,,,,,,,,,,,,,
0,20162017,Canada U18,Hlinka Gretzky Cup,144760,1,2,0,4,0,3,4.0,,,,,,,,,,,,,,,,
0,20172018,Univ. of Denver,NCAA,20900,28,2,14,41,14,30,17.0,,,,,,,,,,,,,,,,
0,20182019,Canada U20,WJC-20,17216,2,1,2,5,2,3,6.0,,,,,,,,,,,,,,,,
0,20182019,Univ. of Denver,NCAA,20900,21,6,18,39,18,27,18.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of Denver,NCAA,20900,22,10,16,36,16,32,7.0,,,,,,,,,,,,,,,,
0,20192020,Team Canada,Spengler Cup,250335,1,1,0,4,0,2,3.0,,,,,,,,,,,,,,,,
0,20202021,Chicago Blackhawks,National Hockey League,1,4,3,14,39,14,7,-10.0,586:05,23.0,18.0,0.0,0.0,03:54,568:40,0.0,13.0,0.0,0.0,0.0,0.0,13:31,37.0,745.0
0,20202021,Rockford IceHogs,AHL,8267,1,0,0,5,0,1,-1.0,,,,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,1,0,0,8,0,1,-3.0,95:27,2.0,2.0,0.0,1.0,01:44,87:55,0.0,0.0,0.0,0.0,0.0,0.0,05:48,9.0,141.0
0,20212022,Rockford IceHogs,AHL,8267,24,11,19,57,19,35,-2.0,,,,,,,,,,,,,,,,
