,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Weyburn Wings U15 AA,SAAHL U15,129526,18,13,32,29,32,31,
0,20152016,Notre Dame Argos U18 AAA,SMAAAHL,44624,0,0,0,1,0,0,
0,20162017,Saskatoon Blazers U18 AAA,SMAAAHL,47874,11,22,30,40,30,33,
0,20172018,Portland Winterhawks,WHL,8511,0,0,0,6,0,0,0.0
0,20172018,Regina Pat Canadians U18 AAA,SMAAAHL,49304,42,32,32,38,32,74,
0,20182019,Portland Winterhawks,WHL,8511,17,12,35,67,35,29,12.0
0,20192020,Portland Winterhawks,WHL,8511,51,19,35,61,35,70,41.0
0,20202021,Syracuse Crunch,AHL,1057,1,0,0,2,0,1,-1.0
0,20202021,Portland Winterhawks,WHL,8511,21,10,10,24,10,31,10.0
0,20202021,Melville Millionaires,SJHL,19374,4,7,2,6,2,11,
0,20212022,Syracuse Crunch,AHL,1057,0,1,0,3,0,1,-1.0
0,20212022,Portland Winterhawks,WHL,8511,42,24,24,49,24,66,21.0
