,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Little Caesars Bantam Major AAA,T1EBHL,142479,17,8,14,31,14,25,,,,,,,,,,,,,,,,,
0,20102011,Little Caesars U16,T1EHL U16,93518,24,10,6,35,6,34,,,,,,,,,,,,,,,,,
0,20112012,Muskegon Lumberjacks,USHL,5428,0,0,0,1,0,0,0.0,,,,,,,,,,,,,,,,
0,20112012,Little Caesars U18,HPHL U18,28503,13,1,14,26,14,14,,,,,,,,,,,,,,,,,
0,20122013,Muskegon Lumberjacks,USHL,5428,0,0,0,1,0,0,0.0,,,,,,,,,,,,,,,,
0,20122013,Des Moines Buccaneers,USHL,9078,9,3,12,25,12,12,-12.0,,,,,,,,,,,,,,,,
0,20122013,Michigan Warriors,NAHL,68418,9,5,24,35,24,14,3.0,,,,,,,,,,,,,,,,
0,20132014,Des Moines Buccaneers,USHL,9078,19,3,26,60,26,22,-9.0,,,,,,,,,,,,,,,,
0,20142015,Muskegon Lumberjacks,USHL,5428,5,2,4,13,4,7,-2.0,,,,,,,,,,,,,,,,
0,20142015,Des Moines Buccaneers,USHL,9078,25,14,12,45,12,39,-3.0,,,,,,,,,,,,,,,,
0,20152016,Western Michigan Univ.,NCAA,13060,12,1,12,35,12,13,-15.0,,,,,,,,,,,,,,,,
0,20162017,Western Michigan Univ.,NCAA,13060,17,5,25,38,25,22,3.0,,,,,,,,,,,,,,,,
0,20172018,Western Michigan Univ.,NCAA,13060,21,5,18,34,18,26,-6.0,,,,,,,,,,,,,,,,
0,20182019,Western Michigan Univ.,NCAA,13060,18,3,8,37,8,21,11.0,,,,,,,,,,,,,,,,
0,20182019,Stockton Heat,AHL,186037,0,1,2,6,2,1,-2.0,,,,,,,,,,,,,,,,
0,20192020,Kansas City Mavericks,ECHL,48205,1,2,0,4,0,3,-2.0,,,,,,,,,,,,,,,,
0,20192020,Stockton Heat,AHL,186037,18,3,29,44,29,21,4.0,,,,,,,,,,,,,,,,
0,20202021,Laval Rocket,AHL,222817,9,3,6,36,6,12,2.0,,,,,,,,,,,,,,,,
0,20212022,Montréal Canadiens,National Hockey League,1,4,2,8,24,8,6,-5.0,398:23,30.0,15.0,0.0,1.0,11:50,364:46,0.0,6.7,0.0,0.0,0.0,0.0,21:47,40.0,468.0
0,20212022,Laval Rocket,AHL,222817,7,4,12,32,12,11,1.0,,,,,,,,,,,,,,,,
