,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Green Mountain,EmJHL,1,12,17,6,19,6,29,,,,,,,,,,,,,,,,,
0,20092010,Green Mountain,EJHL,2,17,11,13,23,13,28,,,,,,,,,,,,,,,,,
0,20102011,Dubuque,USHL,1,28,21,46,51,46,49,9.0,6.0,4.0,7.0,,,,,,,,,,,,,
0,20112012,Dubuque,USHL,1,31,24,69,49,69,55,5.0,6.0,0.0,17.0,,,,,,,,,,,,,
0,20112012,Latvia,WJC-A,2,0,2,6,6,6,2,1.0,0.0,0.0,-6.0,,,,,,,,,,,,,
0,20122013,Rochester,AHL,1,11,6,28,61,28,17,1.0,0.0,1.0,-7.0,91.0,6.59,,,,,,,,,,,
0,20122013,Latvia,WC-A,2,0,1,0,5,0,1,1.0,0.0,0.0,-3.0,,,,,,,,,,,,,
0,20132014,Buffalo Sabres,National Hockey League,1,14,8,14,70,14,22,0.0,1.0,1.0,-6.0,115.0,6.96,1072:07,161.0,0.0,26:29,920:01,41.67,0.0,2.0,125:37,43.0,1463.0
0,20132014,Latvia,Olympics,2,1,1,2,5,2,2,1.0,0.0,0.0,-2.0,9.0,,,,,,,,,,,,
0,20132014,Latvia,WC-A,3,0,2,29,6,29,2,0.0,0.0,0.0,1.0,12.0,,,,,,,,,,,,
0,20142015,Buffalo Sabres,National Hockey League,1,15,15,25,61,25,30,1.0,1.0,3.0,-16.0,115.0,13.04,1163:51,127.0,4.0,125:50,911:51,44.0,0.0,3.0,126:10,62.0,1447.0
0,20152016,Buffalo Sabres,National Hockey League,1,11,7,20,71,20,18,1.0,1.0,0.0,0.0,110.0,6.36,1067:34,125.0,2.0,60:53,932:23,45.67,1.0,1.0,74:18,41.0,1441.0
0,20152016,Latvia,WC-A,2,0,1,4,7,4,1,1.0,0.0,0.0,-5.0,21.0,,,,,,,,,,,,
0,20152016,Latvia,WC,17425,0,1,4,7,4,1,,,,-4.0,,,,,,,,,,,,,
0,20162017,Buffalo Sabres,National Hockey League,1,9,7,18,75,18,16,0.0,0.0,0.0,-7.0,112.0,6.25,986:58,120.0,0.0,05:15,895:15,47.15,0.0,0.0,86:28,26.0,1366.0
0,20162017,Latvia,OGQ,17175,1,0,2,3,2,1,,,,1.0,,,,,,,,,,,,,
0,20162017,Latvia,WC,17425,1,1,0,7,0,2,,,,-6.0,,,,,,,,,,,,,
0,20172018,Buffalo Sabres,National Hockey League,1,8,7,26,71,26,15,0.0,0.0,2.0,-12.0,113.0,6.19,973:24,134.0,0.0,06:14,851:55,36.51,0.0,2.0,115:15,32.0,1331.0
0,20182019,Buffalo Sabres,National Hockey League,1,13,5,17,72,17,18,0.0,0.0,0.0,-11.0,78.0,6.41,980:01,144.0,0.0,05:44,801:19,40.58,0.0,0.0,172:58,29.0,1306.0
0,20192020,Buffalo Sabres,National Hockey League,1,7,12,10,69,10,19,0.0,1.0,1.0,-1.0,85.0,14.1,951:46,110.0,0.0,02:51,801:38,41.1,0.0,1.0,147:17,20.0,1323.0
0,20212022,Buffalo Sabres,National Hockey League,1,8,10,27,56,27,18,3.0,1.0,0.0,-7.0,92.0,10.9,828:12,81.0,4.0,55:53,690:51,49.83,0.0,0.0,81:28,25.0,1148.0
0,20212022,Latvia,OGQ,17175,1,0,0,3,0,1,,,,1.0,,,,,,,,,,,,,
