,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,CSKA Moskva U16,Russia U16,184907,35,20,30,31,30,55,
0,20172018,CSKA Moskva U17,Russia U17,184418,34,21,2,27,2,55,
0,20172018,CSKA Moskva U18,Russia U18,259189,7,10,8,8,8,17,
0,20182019,Victoriaville Tigres,QMJHL,7520,38,16,18,62,18,54,-3.0
0,20182019,Russia U18 |WJAC-19|,WJAC-19,87382,2,1,0,5,0,3,
0,20182019,Russia U18,Hlinka Gretzky Cup,158300,6,1,2,5,2,7,
0,20192020,Victoriaville Tigres,QMJHL,7520,41,35,20,63,20,76,2.0
0,20202021,Victoriaville Tigres,QMJHL,7520,18,12,4,25,4,30,15.0
0,20202021,Russia U20,WJC-20,17546,2,0,2,4,2,2,-1.0
0,20212022,Toronto Marlies,AHL,13377,21,7,20,66,20,28,-6.0
