,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Montréal Ice Storm,Brick Invitational,128796,2,0,6,6,6,2,
0,20142015,Lac St-Louis Grenadiers Bt AAA R,QBAA,153981,0,0,2,15,2,0,
0,20152016,Lac St-Louis Grenadiers M17 Esp.,QM17E,137341,0,0,0,3,0,0,
0,20152016,Lac St-Louis Grenadiers M15 AAA,QM15AAA,169177,12,8,16,32,16,20,
0,20162017,Châteauguay Grenadiers,QM18AAA,112564,9,4,26,38,26,13,-28.0
0,20172018,Châteauguay Grenadiers,QM18AAA,112564,26,5,22,40,22,31,12.0
0,20172018,Team Québec Blue,QGC-16,154185,3,0,4,5,4,3,
0,20182019,Saint John Sea Dogs,QMJHL,21410,15,6,45,61,45,21,-41.0
0,20182019,Canada White U17,WHC-17,163790,3,3,0,5,0,6,
0,20192020,Saint John Sea Dogs,QMJHL,21410,33,20,50,64,50,53,-25.0
0,20192020,Canada U18,Hlinka Gretzky Cup,144760,2,1,2,5,2,3,3.0
0,20202021,Saint John Sea Dogs,QMJHL,21410,28,9,30,33,30,37,-3.0
0,20212022,Saint John Sea Dogs,M-Cup,21151,2,1,2,4,2,3,2.0
0,20212022,Saint John Sea Dogs,QMJHL,21410,41,16,38,67,38,57,30.0
