,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Skara IK J18,J18 Div.2,25648,9,7,4,14,4,16,
0,20142015,Skara IK U16,U16 Div.1,178746,19,21,6,17,6,40,
0,20152016,Skara IK,Division 3,5301,0,0,4,4,4,0,
0,20152016,Västergötland,TV-Pucken,11136,3,0,2,6,2,3,
0,20152016,Skara IK J18,J18 Div.2,25851,19,22,12,17,12,41,
0,20162017,Västerås IK J20,J20 Nationell,5929,1,2,2,23,2,3,0.0
0,20162017,Västerås IK J18,J18 Region,7728,8,5,4,17,4,13,
0,20162017,Västerås IK J18,J18 Nationell,8488,8,4,4,15,4,12,-1.0
0,20172018,Växjö Lakers HC J20,J20 Nationell,14929,4,5,4,37,4,9,0.0
0,20172018,Växjö Lakers HC J18,J18 Region,14938,20,3,4,17,4,23,11.0
0,20182019,Växjö Lakers HC,SHL,4189,4,4,27,33,27,8,2.0
0,20182019,Växjö Lakers HC J20,J20 Nationell,14929,18,14,12,26,12,32,9.0
0,20192020,Almtuna IS,HockeyAllsvenskan,1360,0,0,2,5,2,0,-1.0
0,20192020,BIK Karlskoga,HockeyAllsvenskan,1480,3,1,0,8,0,4,0.0
0,20192020,Växjö Lakers HC,SHL,4189,1,1,2,30,2,2,1.0
0,20192020,Växjö Lakers HC J20,J20 Nationell,14929,1,1,0,3,0,2,-2.0
0,20202021,HV71,SHL,849,0,0,0,3,0,0,-2.0
0,20202021,Tingsryds AIF,HockeyAllsvenskan,1560,27,9,10,51,10,36,13.0
0,20212022,Djurgårdens IF,SHL,829,18,14,10,49,10,32,-1.0
